stale_test_id,website_id,stale_version,required_version,scenario,expected_behavior,added_cover_gap,split,stale_relation
ST1105,W105,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-105-1105.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1106,W106,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-106-1106.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1107,W107,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-107-1107.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1108,W108,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-108-1108.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1109,W109,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-109-1109.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1110,W110,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-110-1110.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1111,W111,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-111-1111.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1112,W112,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-112-1112.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1113,W113,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-113-1113.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1114,W114,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-114-1114.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1115,W115,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-115-1115.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1116,W116,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-116-1116.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1117,W117,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-117-1117.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1118,W118,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-118-1118.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1119,W119,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-119-1119.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1120,W120,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-120-1120.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1121,W121,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-121-1121.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1122,W122,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-122-1122.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1123,W123,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-123-1123.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1124,W124,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-124-1124.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1125,W125,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-125-1125.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1126,W126,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-126-1126.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1127,W127,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-127-1127.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1128,W128,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-128-1128.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1129,W129,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-129-1129.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1130,W130,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-130-1130.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1131,W131,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-131-1131.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1132,W132,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-132-1132.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1133,W133,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-133-1133.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1134,W134,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-134-1134.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1135,W135,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-135-1135.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1136,W136,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-136-1136.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1137,W137,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-137-1137.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1138,W138,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-138-1138.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1139,W139,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-139-1139.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1140,W140,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-140-1140.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1141,W141,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-141-1141.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1142,W142,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-142-1142.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1143,W143,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-143-1143.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1144,W144,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-144-1144.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1145,W145,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-145-1145.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1146,W146,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-146-1146.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1147,W147,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-147-1147.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1148,W148,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-148-1148.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1149,W149,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-149-1149.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1150,W150,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-150-1150.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1151,W151,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-151-1151.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1152,W152,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-152-1152.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1153,W153,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-153-1153.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1154,W154,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-154-1154.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1155,W155,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-155-1155.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1156,W156,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-156-1156.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1157,W157,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-157-1157.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1158,W158,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-158-1158.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1159,W159,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-159-1159.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1160,W160,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-160-1160.,"Detect staleness, update affected knowledge, then answer from the required current version.",,train,stale_older_than_required
ST1161,W161,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-161-1161.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1162,W162,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-162-1162.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1163,W163,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-163-1163.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1164,W164,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-164-1164.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1165,W165,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-165-1165.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1166,W166,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-166-1166.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1167,W167,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-167-1167.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1168,W168,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-168-1168.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1169,W169,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-169-1169.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1170,W170,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-170-1170.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1171,W171,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-171-1171.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1172,W172,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-172-1172.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1173,W173,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-173-1173.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1174,W174,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-174-1174.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1175,W175,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-175-1175.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1176,W176,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-176-1176.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1177,W177,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-177-1177.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1178,W178,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-178-1178.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1179,W179,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-179-1179.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1180,W180,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-180-1180.,"Detect staleness, update affected knowledge, then answer from the required current version.",,validation,stale_older_than_required
ST1181,W181,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-181-1181.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1182,W182,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-182-1182.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1183,W183,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-183-1183.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1184,W184,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-184-1184.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1185,W185,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-185-1185.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1186,W186,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-186-1186.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1187,W187,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-187-1187.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1188,W188,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-188-1188.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1189,W189,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-189-1189.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1190,W190,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-190-1190.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1191,W191,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-191-1191.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1192,W192,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-192-1192.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1193,W193,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-193-1193.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1194,W194,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-194-1194.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1195,W195,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-195-1195.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1196,W196,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-196-1196.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1197,W197,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-197-1197.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1198,W198,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-198-1198.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1199,W199,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-199-1199.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1200,W200,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-200-1200.,"Detect staleness, update affected knowledge, then answer from the required current version.",,test,stale_older_than_required
ST1201,W001,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-001-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1202,W001,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-001-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1203,W001,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-001-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1204,W001,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-001-0005. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1205,W002,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-002-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1206,W002,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-002-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1207,W002,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-002-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1208,W002,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-002-0005. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1209,W003,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-003-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1210,W003,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-003-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1211,W003,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-003-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1212,W003,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-003-0005. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1213,W004,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-004-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1214,W004,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-004-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1215,W004,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-004-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1216,W004,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-004-0005. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1217,W005,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-005-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1218,W005,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-005-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1219,W005,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-005-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1220,W005,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-005-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1221,W006,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-006-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1222,W006,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-006-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1223,W006,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-006-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1224,W006,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-006-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1225,W007,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-007-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1226,W007,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-007-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1227,W007,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-007-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1228,W007,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-007-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1229,W008,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-008-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1230,W008,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-008-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1231,W008,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-008-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1232,W008,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-008-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1233,W009,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-009-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1234,W009,V06,V08,Current-information request arrives while the index contains an older snapshot; case token ST-009-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1235,W009,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-009-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1236,W009,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-009-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1237,W010,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-010-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1238,W010,V07,V09,Current-information request arrives while the index contains an older snapshot; case token ST-010-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1239,W010,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-010-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1240,W010,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-010-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1241,W011,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-011-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1242,W011,V01,V03,Current-information request arrives while the index contains an older snapshot; case token ST-011-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1243,W011,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-011-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1244,W011,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-011-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1245,W012,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-012-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1246,W012,V02,V04,Current-information request arrives while the index contains an older snapshot; case token ST-012-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1247,W012,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-012-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1248,W012,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-012-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1249,W013,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-013-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1250,W013,V03,V05,Current-information request arrives while the index contains an older snapshot; case token ST-013-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1251,W013,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-013-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1252,W013,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-013-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1253,W014,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-014-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1254,W014,V04,V06,Current-information request arrives while the index contains an older snapshot; case token ST-014-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1255,W014,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-014-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1256,W014,V09,V10,Current-information request arrives while the index contains an older snapshot; case token ST-014-0004. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1257,W015,V01,V02,Current-information request arrives while the index contains an older snapshot; case token ST-015-0001. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1258,W015,V05,V07,Current-information request arrives while the index contains an older snapshot; case token ST-015-0002. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
ST1259,W015,V08,V10,Current-information request arrives while the index contains an older snapshot; case token ST-015-0003. (added to cover lifecycle version-pair space),"Detect staleness, update affected knowledge, then answer from the required current version.",yes,train,stale_older_than_required
