question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type,version_a,version_b,snapshot_version,stale_case_id,conflict_id,gold_answer,gold_available,gold_derivation,supporting_chunk_ids,citation_required_document_ids,retrieval_needed
Q02073,W080,train,V09,multi_document,"For MED-04-929, combine the services and support guidance to explain how subscription is handled. Benchmark case TRAIN-MED-04-929-18.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V09): services page says Reference MED-04-929-09-09-45105 governs the available services for Cedar Media Lakeside. The account workflow supports cancellation and records episode information under the Lakeside operating profile. Version 9 specifies a threshold of 82 units and a listed service value of 170 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 41 minutes. For access, the requester follows the site-specific verification route associated with reference MED-04-929-09-09-45105. support page says Reference MED-04-929-09-04-43540 governs the support procedure for Cedar Media Lakeside. The channel workflow supports sharing and records account information under the Lakeside operating profile. Version 9 specifies a threshold of 18 units and a listed service value of 289 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 105 minutes. For access, the requester follows the site-specific verification route associated with reference MED-04-929-09-04-43540.",yes,multi_document_services_support,"[""W080_V09_P09_C1"", ""W080_V09_P09_C2"", ""W080_V09_P04_C1"", ""W080_V09_P04_C2""]","[""W080_V09_P09"", ""W080_V09_P04""]",yes
Q02074,W080,train,V10,retrieval_control,Control MED-04-929-19: what is 973 + 623? Benchmark case TRAIN-MED-04-929-19.,Answer 1596 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,973 + 623 = 1596.,yes,retrieval_control_arithmetic,[],[],no
Q02075,W080,train,V01,freshness,"For Cedar Media Lakeside (MED-04-929), what is the current published value associated with article in version V01? Benchmark case TRAIN-MED-04-929-20.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V01 for the overview page: threshold 13 units, listed service value 119 units (reference MED-04-929-01-01-34529, Lakeside profile).",yes,freshness_overview_doc,"[""W080_V01_P01_C1"", ""W080_V01_P01_C2""]","[""W080_V01_P01""]",yes
Q02076,W080,train,V02,historical,"In website MED-04-929, what did the pricing guidance say in V02, and how is that different from the current release? Benchmark case TRAIN-MED-04-929-21.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V02,,,,,"In V02 the pricing guidance was: Reference MED-04-929-02-02-35851 governs the pricing and commercial terms for Cedar Media Lakeside. The episode workflow supports subscription and records subscription information under the Lakeside operating profile. Version 2 specifies a threshold of 71 units and a listed service value of 178 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 199 minutes. For download, the requester follows the site-specific verification route associated with reference MED-04-929-02-02-35851. Difference from the current release (V10): workflow: 'episode' -> 'account'; action1: 'subscription' -> 'sharing'; record: 'subscription' -> 'article'; action2: 'download' -> 'cancellation'; th: '71' -> '85'; sv: '178' -> '251'; day: 'Sunday' -> 'Monday'; time: '13:00' -> '07:00'; min: '199' -> '126'.",yes,historical_pricing_doc_and_diff,"[""W080_V02_P02_C1"", ""W080_V02_P02_C2""]","[""W080_V02_P02"", ""W080_V10_P02""]",yes
Q02077,W080,train,V03,comparison,"Between V02 and V03, what changed for the article workflow on MED-04-929? Benchmark case TRAIN-MED-04-929-22.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V02,V03,,,,Between V02 and V03 the policy page changed in: workflow: 'article' -> 'account'; action1: 'subscription' -> 'sharing'; record: 'archive' -> 'subscription'; action2: 'subscription' -> 'access'; th: '68' -> '50'; sv: '70' -> '237'; day: 'Friday' -> 'Saturday'; time: '11:00' -> '12:00'; min: '150' -> '73'.,yes,comparison_policy_doc_diff,"[""W080_V02_P03_C1"", ""W080_V02_P03_C2"", ""W080_V03_P03_C1"", ""W080_V03_P03_C2""]","[""W080_V02_P03"", ""W080_V03_P03""]",yes
Q02078,W080,train,V04,change_detection,Which lifecycle change type should be assigned to the V04 update affecting subscription on MED-04-929? Benchmark case TRAIN-MED-04-929-23.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V03,V04,,,,The V04 support update is classified as date_time.,yes,change_detection_changes_lookup,"[""W080_V04_P04_C1"", ""W080_V04_P04_C2""]","[""W080_V04_P04""]",yes
Q02079,W080,train,V05,policy,What is the current operating rule for subscription in the Lakeside profile of Cedar Media Lakeside? Benchmark case TRAIN-MED-04-929-24.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V05) recorded on the FAQ page is: Reference MED-04-929-05-05-39817 governs the frequently asked questions for Cedar Media Lakeside. The episode workflow supports cancellation and records episode information under the Lakeside operating profile. Version 5 specifies a threshold of 87 units and a listed service value of 355 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 183 minutes. For download, the requester follows the site-specific verification route associated with reference MED-04-929-05-05-39817.",yes,policy_faq_doc,"[""W080_V05_P05_C1"", ""W080_V05_P05_C2""]","[""W080_V05_P05""]",yes
Q02080,W080,train,V06,requirement,What information is required before subscription for reference MED-04-929 in V06? Benchmark case TRAIN-MED-04-929-25.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V06) is defined on the requirements page: Reference MED-04-929-06-06-41139 governs the eligibility and requirements for Cedar Media Lakeside. The account workflow supports download and records episode information under the Lakeside operating profile. Version 6 specifies a threshold of 66 units and a listed service value of 414 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 57 minutes. For access, the requester follows the site-specific verification route associated with reference MED-04-929-06-06-41139.",yes,requirement_doc,"[""W080_V06_P06_C1"", ""W080_V06_P06_C2""]","[""W080_V06_P06""]",yes
Q02081,W081,train,V01,historical,"In website EDU-05-966, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EDU-05-966-00.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V01,,,,,"In V01 the pricing guidance was: Reference EDU-05-966-01-02-42761 governs the pricing and commercial terms for Solstice Education North. The certificate workflow supports submission and records lab information under the North operating profile. Version 1 specifies a threshold of 29 units and a listed service value of 352 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 50 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-01-02-42761. Difference from the current release (V10): workflow: 'certificate' -> 'assessment'; action1: 'submission' -> 'enrolment'; record: 'lab' -> 'assessment'; action2: 'submission' -> 'withdrawal'; th: '29' -> '25'; sv: '352' -> '171'; day: 'Monday' -> 'Wednesday'; time: '07:00' -> '09:00'; min: '50' -> '81'.",yes,historical_pricing_doc_and_diff,"[""W081_V01_P02_C1"", ""W081_V01_P02_C2""]","[""W081_V01_P02"", ""W081_V10_P02""]",yes
Q02082,W081,train,V02,comparison,"Between V01 and V02, what changed for the course workflow on EDU-05-966? Benchmark case TRAIN-EDU-05-966-01.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V02,,,,Between V01 and V02 the policy page changed in: workflow: 'course' -> 'module'; action1: 'attendance' -> 'withdrawal'; record: 'scholarship' -> 'certificate'; action2: 'attendance' -> 'verification'; th: '26' -> '87'; sv: '244' -> '411'; day: 'Saturday' -> 'Sunday'; time: '12:00' -> '13:00'; min: '182' -> '105'.,yes,comparison_policy_doc_diff,"[""W081_V01_P03_C1"", ""W081_V01_P03_C2"", ""W081_V02_P03_C1"", ""W081_V02_P03_C2""]","[""W081_V01_P03"", ""W081_V02_P03""]",yes
Q02083,W081,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting withdrawal on EDU-05-966? Benchmark case TRAIN-EDU-05-966-02.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V02,V03,,,,The V03 support update is classified as requirement.,yes,change_detection_changes_lookup,"[""W081_V03_P04_C1"", ""W081_V03_P04_C2""]","[""W081_V03_P04""]",yes
Q02084,W081,train,V04,policy,What is the current operating rule for withdrawal in the North profile of Solstice Education North? Benchmark case TRAIN-EDU-05-966-03.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V04) recorded on the FAQ page is: Reference EDU-05-966-04-05-46727 governs the frequently asked questions for Solstice Education North. The certificate workflow supports verification and records certificate information under the North operating profile. Version 4 specifies a threshold of 45 units and a listed service value of 108 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 34 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-04-05-46727.",yes,policy_faq_doc,"[""W081_V04_P05_C1"", ""W081_V04_P05_C2""]","[""W081_V04_P05""]",yes
Q02085,W081,train,V05,requirement,What information is required before withdrawal for reference EDU-05-966 in V05? Benchmark case TRAIN-EDU-05-966-04.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V05) is defined on the requirements page: Reference EDU-05-966-05-06-48049 governs the eligibility and requirements for Solstice Education North. The module workflow supports submission and records certificate information under the North operating profile. Version 5 specifies a threshold of 24 units and a listed service value of 167 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 89 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-05-966-05-06-48049.",yes,requirement_doc,"[""W081_V05_P06_C1"", ""W081_V05_P06_C2""]","[""W081_V05_P06""]",yes
Q02086,W081,train,V06,stale,"If the index still contains V04 for EDU-05-966, can it safely answer a current question about course? Benchmark case TRAIN-EDU-05-966-05.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V04,V06,V04,ST1081,,"Stale: the index contains V04 while the current release is V06; selective refresh of the schedule page chunks [W081_V04_P07_C1, W081_V04_P07_C2, W081_V06_P07_C1, W081_V06_P07_C2] from V04 to V06 is required before answering.",yes,stale_case_linked,"[""W081_V04_P07_C1"", ""W081_V04_P07_C2"", ""W081_V06_P07_C1"", ""W081_V06_P07_C2""]","[""W081_V04_P07"", ""W081_V06_P07""]",yes
Q02087,W081,train,V07,conflict,"If an older security snapshot disagrees with the latest EDU-05-966 release about withdrawal, which source should govern the answer? Benchmark case TRAIN-EDU-05-966-06.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V05,V07,V05,,CF0081,The latest authoritative security release (V07) governs; the older snapshot (V05) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W081_V07_P08_C1"", ""W081_V07_P08_C2""]","[""W081_V05_P08"", ""W081_V07_P08""]",yes
Q02088,W081,train,V08,multi_document,"For EDU-05-966, combine the services and support guidance to explain how withdrawal is handled. Benchmark case TRAIN-EDU-05-966-07.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V08): services page says Reference EDU-05-966-08-09-52015 governs the available services for Solstice Education North. The module workflow supports enrolment and records course information under the North operating profile. Version 8 specifies a threshold of 40 units and a listed service value of 344 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 73 minutes. For enrolment, the requester follows the site-specific verification route associated with reference EDU-05-966-08-09-52015. support page says Reference EDU-05-966-08-04-50450 governs the support procedure for Solstice Education North. The assessment workflow supports withdrawal and records module information under the North operating profile. Version 8 specifies a threshold of 55 units and a listed service value of 42 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 137 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-05-966-08-04-50450.",yes,multi_document_services_support,"[""W081_V08_P09_C1"", ""W081_V08_P09_C2"", ""W081_V08_P04_C1"", ""W081_V08_P04_C2""]","[""W081_V08_P09"", ""W081_V08_P04""]",yes
Q02089,W081,train,V09,retrieval_control,Control EDU-05-966-08: what is 449 + 699? Benchmark case TRAIN-EDU-05-966-08.,Answer 1148 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,449 + 699 = 1148.,yes,retrieval_control_arithmetic,[],[],no
Q02090,W081,train,V10,freshness,"For Solstice Education North (EDU-05-966), what is the current published value associated with course in version V10? Benchmark case TRAIN-EDU-05-966-09.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V10 for the overview page: threshold 28 units, listed service value 279 units (reference EDU-05-966-10-01-51529, North profile).",yes,freshness_overview_doc,"[""W081_V10_P01_C1"", ""W081_V10_P01_C2""]","[""W081_V10_P01""]",yes
Q02091,W081,train,V01,historical,"In website EDU-05-966, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EDU-05-966-10.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V01,,,,,"In V01 the pricing guidance was: Reference EDU-05-966-01-02-42761 governs the pricing and commercial terms for Solstice Education North. The certificate workflow supports submission and records lab information under the North operating profile. Version 1 specifies a threshold of 29 units and a listed service value of 352 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 50 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-01-02-42761. Difference from the current release (V10): workflow: 'certificate' -> 'assessment'; action1: 'submission' -> 'enrolment'; record: 'lab' -> 'assessment'; action2: 'submission' -> 'withdrawal'; th: '29' -> '25'; sv: '352' -> '171'; day: 'Monday' -> 'Wednesday'; time: '07:00' -> '09:00'; min: '50' -> '81'.",yes,historical_pricing_doc_and_diff,"[""W081_V01_P02_C1"", ""W081_V01_P02_C2""]","[""W081_V01_P02"", ""W081_V10_P02""]",yes
Q02092,W081,train,V02,comparison,"Between V01 and V02, what changed for the course workflow on EDU-05-966? Benchmark case TRAIN-EDU-05-966-11.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V02,,,,Between V01 and V02 the policy page changed in: workflow: 'course' -> 'module'; action1: 'attendance' -> 'withdrawal'; record: 'scholarship' -> 'certificate'; action2: 'attendance' -> 'verification'; th: '26' -> '87'; sv: '244' -> '411'; day: 'Saturday' -> 'Sunday'; time: '12:00' -> '13:00'; min: '182' -> '105'.,yes,comparison_policy_doc_diff,"[""W081_V01_P03_C1"", ""W081_V01_P03_C2"", ""W081_V02_P03_C1"", ""W081_V02_P03_C2""]","[""W081_V01_P03"", ""W081_V02_P03""]",yes
Q02093,W081,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting withdrawal on EDU-05-966? Benchmark case TRAIN-EDU-05-966-12.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V02,V03,,,,The V03 support update is classified as requirement.,yes,change_detection_changes_lookup,"[""W081_V03_P04_C1"", ""W081_V03_P04_C2""]","[""W081_V03_P04""]",yes
Q02094,W081,train,V04,policy,What is the current operating rule for withdrawal in the North profile of Solstice Education North? Benchmark case TRAIN-EDU-05-966-13.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V04) recorded on the FAQ page is: Reference EDU-05-966-04-05-46727 governs the frequently asked questions for Solstice Education North. The certificate workflow supports verification and records certificate information under the North operating profile. Version 4 specifies a threshold of 45 units and a listed service value of 108 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 34 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-04-05-46727.",yes,policy_faq_doc,"[""W081_V04_P05_C1"", ""W081_V04_P05_C2""]","[""W081_V04_P05""]",yes
Q02095,W081,train,V05,requirement,What information is required before withdrawal for reference EDU-05-966 in V05? Benchmark case TRAIN-EDU-05-966-14.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V05) is defined on the requirements page: Reference EDU-05-966-05-06-48049 governs the eligibility and requirements for Solstice Education North. The module workflow supports submission and records certificate information under the North operating profile. Version 5 specifies a threshold of 24 units and a listed service value of 167 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 89 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-05-966-05-06-48049.",yes,requirement_doc,"[""W081_V05_P06_C1"", ""W081_V05_P06_C2""]","[""W081_V05_P06""]",yes
Q02096,W081,train,V06,stale,"If the index still contains V04 for EDU-05-966, can it safely answer a current question about course? Benchmark case TRAIN-EDU-05-966-15.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V04,V06,V04,ST1081,,"Stale: the index contains V04 while the current release is V06; selective refresh of the schedule page chunks [W081_V04_P07_C1, W081_V04_P07_C2, W081_V06_P07_C1, W081_V06_P07_C2] from V04 to V06 is required before answering.",yes,stale_case_linked,"[""W081_V04_P07_C1"", ""W081_V04_P07_C2"", ""W081_V06_P07_C1"", ""W081_V06_P07_C2""]","[""W081_V04_P07"", ""W081_V06_P07""]",yes
Q02097,W081,train,V07,conflict,"If an older security snapshot disagrees with the latest EDU-05-966 release about withdrawal, which source should govern the answer? Benchmark case TRAIN-EDU-05-966-16.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V05,V07,V05,,CF0081,The latest authoritative security release (V07) governs; the older snapshot (V05) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W081_V07_P08_C1"", ""W081_V07_P08_C2""]","[""W081_V05_P08"", ""W081_V07_P08""]",yes
Q02098,W081,train,V08,multi_document,"For EDU-05-966, combine the services and support guidance to explain how withdrawal is handled. Benchmark case TRAIN-EDU-05-966-17.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V08): services page says Reference EDU-05-966-08-09-52015 governs the available services for Solstice Education North. The module workflow supports enrolment and records course information under the North operating profile. Version 8 specifies a threshold of 40 units and a listed service value of 344 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 73 minutes. For enrolment, the requester follows the site-specific verification route associated with reference EDU-05-966-08-09-52015. support page says Reference EDU-05-966-08-04-50450 governs the support procedure for Solstice Education North. The assessment workflow supports withdrawal and records module information under the North operating profile. Version 8 specifies a threshold of 55 units and a listed service value of 42 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 137 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-05-966-08-04-50450.",yes,multi_document_services_support,"[""W081_V08_P09_C1"", ""W081_V08_P09_C2"", ""W081_V08_P04_C1"", ""W081_V08_P04_C2""]","[""W081_V08_P09"", ""W081_V08_P04""]",yes
Q02099,W081,train,V09,retrieval_control,Control EDU-05-966-18: what is 919 + 669? Benchmark case TRAIN-EDU-05-966-18.,Answer 1588 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,919 + 669 = 1588.,yes,retrieval_control_arithmetic,[],[],no
Q02100,W081,train,V10,freshness,"For Solstice Education North (EDU-05-966), what is the current published value associated with course in version V10? Benchmark case TRAIN-EDU-05-966-19.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview,,,,,,"The current published value in V10 for the overview page: threshold 28 units, listed service value 279 units (reference EDU-05-966-10-01-51529, North profile).",yes,freshness_overview_doc,"[""W081_V10_P01_C1"", ""W081_V10_P01_C2""]","[""W081_V10_P01""]",yes
Q02101,W081,train,V01,historical,"In website EDU-05-966, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EDU-05-966-20.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing,V01,,,,,"In V01 the pricing guidance was: Reference EDU-05-966-01-02-42761 governs the pricing and commercial terms for Solstice Education North. The certificate workflow supports submission and records lab information under the North operating profile. Version 1 specifies a threshold of 29 units and a listed service value of 352 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 50 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-01-02-42761. Difference from the current release (V10): workflow: 'certificate' -> 'assessment'; action1: 'submission' -> 'enrolment'; record: 'lab' -> 'assessment'; action2: 'submission' -> 'withdrawal'; th: '29' -> '25'; sv: '352' -> '171'; day: 'Monday' -> 'Wednesday'; time: '07:00' -> '09:00'; min: '50' -> '81'.",yes,historical_pricing_doc_and_diff,"[""W081_V01_P02_C1"", ""W081_V01_P02_C2""]","[""W081_V01_P02"", ""W081_V10_P02""]",yes
Q02102,W081,train,V02,comparison,"Between V01 and V02, what changed for the course workflow on EDU-05-966? Benchmark case TRAIN-EDU-05-966-21.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V02,,,,Between V01 and V02 the policy page changed in: workflow: 'course' -> 'module'; action1: 'attendance' -> 'withdrawal'; record: 'scholarship' -> 'certificate'; action2: 'attendance' -> 'verification'; th: '26' -> '87'; sv: '244' -> '411'; day: 'Saturday' -> 'Sunday'; time: '12:00' -> '13:00'; min: '182' -> '105'.,yes,comparison_policy_doc_diff,"[""W081_V01_P03_C1"", ""W081_V01_P03_C2"", ""W081_V02_P03_C1"", ""W081_V02_P03_C2""]","[""W081_V01_P03"", ""W081_V02_P03""]",yes
Q02103,W081,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting withdrawal on EDU-05-966? Benchmark case TRAIN-EDU-05-966-22.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V02,V03,,,,The V03 support update is classified as requirement.,yes,change_detection_changes_lookup,"[""W081_V03_P04_C1"", ""W081_V03_P04_C2""]","[""W081_V03_P04""]",yes
Q02104,W081,train,V04,policy,What is the current operating rule for withdrawal in the North profile of Solstice Education North? Benchmark case TRAIN-EDU-05-966-23.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V04) recorded on the FAQ page is: Reference EDU-05-966-04-05-46727 governs the frequently asked questions for Solstice Education North. The certificate workflow supports verification and records certificate information under the North operating profile. Version 4 specifies a threshold of 45 units and a listed service value of 108 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 34 minutes. For submission, the requester follows the site-specific verification route associated with reference EDU-05-966-04-05-46727.",yes,policy_faq_doc,"[""W081_V04_P05_C1"", ""W081_V04_P05_C2""]","[""W081_V04_P05""]",yes
Q02105,W081,train,V05,requirement,What information is required before withdrawal for reference EDU-05-966 in V05? Benchmark case TRAIN-EDU-05-966-24.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V05) is defined on the requirements page: Reference EDU-05-966-05-06-48049 governs the eligibility and requirements for Solstice Education North. The module workflow supports submission and records certificate information under the North operating profile. Version 5 specifies a threshold of 24 units and a listed service value of 167 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 89 minutes. For verification, the requester follows the site-specific verification route associated with reference EDU-05-966-05-06-48049.",yes,requirement_doc,"[""W081_V05_P06_C1"", ""W081_V05_P06_C2""]","[""W081_V05_P06""]",yes
Q02106,W081,train,V06,stale,"If the index still contains V04 for EDU-05-966, can it safely answer a current question about course? Benchmark case TRAIN-EDU-05-966-25.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V04,V06,V04,ST1081,,"Stale: the index contains V04 while the current release is V06; selective refresh of the schedule page chunks [W081_V04_P07_C1, W081_V04_P07_C2, W081_V06_P07_C1, W081_V06_P07_C2] from V04 to V06 is required before answering.",yes,stale_case_linked,"[""W081_V04_P07_C1"", ""W081_V04_P07_C2"", ""W081_V06_P07_C1"", ""W081_V06_P07_C2""]","[""W081_V04_P07"", ""W081_V06_P07""]",yes
Q02107,W082,train,V01,comparison,"Between V01 and V01, what changed for the release workflow on SOF-05-006? Benchmark case TRAIN-SOF-05-006-00.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy,V01,V01,,,,No change between V01 and V01: identical version pair.,yes,comparison_same_version,"[""W082_V01_P03_C1"", ""W082_V01_P03_C2"", ""W082_V01_P03_C1"", ""W082_V01_P03_C2""]","[""W082_V01_P03"", ""W082_V01_P03""]",yes
Q02108,W082,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-05-006? Benchmark case TRAIN-SOF-05-006-01.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support,V01,V02,,,,The V02 support update is classified as numeric.,yes,change_detection_changes_lookup,"[""W082_V02_P04_C1"", ""W082_V02_P04_C2""]","[""W082_V02_P04""]",yes
Q02109,W082,train,V03,policy,What is the current operating rule for rollback in the South profile of Solstice Software South? Benchmark case TRAIN-SOF-05-006-02.,Use the latest authoritative policy content.,retrieval_needed,yes,faq,,,,,,"The current operating rule (V03) recorded on the FAQ page is: Reference SOF-05-006-03-05-53637 governs the frequently asked questions for Solstice Software South. The integration workflow supports deployment and records integration information under the South operating profile. Version 3 specifies a threshold of 82 units and a listed service value of 282 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 66 minutes. For upgrade, the requester follows the site-specific verification route associated with reference SOF-05-006-03-05-53637.",yes,policy_faq_doc,"[""W082_V03_P05_C1"", ""W082_V03_P05_C2""]","[""W082_V03_P05""]",yes
Q02110,W082,train,V04,requirement,What information is required before rollback for reference SOF-05-006 in V04? Benchmark case TRAIN-SOF-05-006-03.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements,,,,,,"The information required (V04) is defined on the requirements page: Reference SOF-05-006-04-06-54959 governs the eligibility and requirements for Solstice Software South. The endpoint workflow supports authentication and records integration information under the South operating profile. Version 4 specifies a threshold of 61 units and a listed service value of 341 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 121 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-04-06-54959.",yes,requirement_doc,"[""W082_V04_P06_C1"", ""W082_V04_P06_C2""]","[""W082_V04_P06""]",yes
Q02111,W082,train,V05,stale,"If the index still contains V03 for SOF-05-006, can it safely answer a current question about release? Benchmark case TRAIN-SOF-05-006-04.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule,V03,V05,V03,ST0282,,"Stale: the index contains V03 while the current release is V05; selective refresh of the schedule page chunks [W082_V03_P07_C1, W082_V03_P07_C2, W082_V05_P07_C1, W082_V05_P07_C2] from V03 to V05 is required before answering.",yes,stale_case_linked,"[""W082_V03_P07_C1"", ""W082_V03_P07_C2"", ""W082_V05_P07_C1"", ""W082_V05_P07_C2""]","[""W082_V03_P07"", ""W082_V05_P07""]",yes
Q02112,W082,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-05-006 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-05-006-05.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security,V04,V06,V04,,CF0082,The latest authoritative security release (V06) governs; the older snapshot (V04) is superseded. Conflict resolution rule: prefer the current authoritative source and cite it.,yes,conflict_prefer_current,"[""W082_V06_P08_C1"", ""W082_V06_P08_C2""]","[""W082_V04_P08"", ""W082_V06_P08""]",yes
Q02113,W082,train,V07,multi_document,"For SOF-05-006, combine the services and support guidance to explain how rollback is handled. Benchmark case TRAIN-SOF-05-006-06.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services,,,,,,"Combined guidance (V07): services page says Reference SOF-05-006-07-09-58925 governs the available services for Solstice Software South. The endpoint workflow supports rollback and records release information under the South operating profile. Version 7 specifies a threshold of 77 units and a listed service value of 97 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 105 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-07-09-58925. support page says Reference SOF-05-006-07-04-57360 governs the support procedure for Solstice Software South. The workspace workflow supports export and records workspace information under the South operating profile. Version 7 specifies a threshold of 13 units and a listed service value of 216 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 169 minutes. For deployment, the requester follows the site-specific verification route associated with reference SOF-05-006-07-04-57360.",yes,multi_document_services_support,"[""W082_V07_P09_C1"", ""W082_V07_P09_C2"", ""W082_V07_P04_C1"", ""W082_V07_P04_C2""]","[""W082_V07_P09"", ""W082_V07_P04""]",yes
Q02114,W082,train,V08,retrieval_control,Control SOF-05-006-07: what is 395 + 745? Benchmark case TRAIN-SOF-05-006-07.,Answer 1140 without corpus retrieval.,retrieval_not_needed,no,contact,,,,,,395 + 745 = 1140.,yes,retrieval_control_arithmetic,[],[],no
