document_id,website_id,version,page_id,page_type,title,url_path,content
W119_V07_P05,W119,V07,P05,faq,Frequently Asked Questions,/faq/NON-06-378/v7/,"Reference NON-06-378-07-05-50676 governs the frequently asked questions for Harbor Nonprofit River. The program workflow supports registration and records application information under the River operating profile. Version 7 specifies a threshold of 81 units and a listed service value of 95 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 84 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-07-05-50676."
W119_V07_P06,W119,V07,P06,requirements,Eligibility And Requirements,/requirements/NON-06-378/v7/,"Reference NON-06-378-07-06-50989 governs the eligibility and requirements for Harbor Nonprofit River. The application workflow supports registration and records community case information under the River operating profile. Version 7 specifies a threshold of 78 units and a listed service value of 408 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 35 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-07-06-50989."
W119_V07_P07,W119,V07,P07,schedule,Timing And Scheduling,/schedule/NON-06-378/v7/,"Reference NON-06-378-07-07-51302 governs the timing and scheduling for Harbor Nonprofit River. The volunteer workflow supports registration and records grant information under the River operating profile. Version 7 specifies a threshold of 75 units and a listed service value of 300 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 167 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-07-07-51302."
W119_V07_P08,W119,V07,P08,security,Security And Access,/security/NON-06-378/v7/,"Reference NON-06-378-07-08-51615 governs the security and access for Harbor Nonprofit River. The donation workflow supports registration and records volunteer information under the River operating profile. Version 7 specifies a threshold of 72 units and a listed service value of 192 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 118 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-07-08-51615."
W119_V07_P09,W119,V07,P09,services,Available Services,/services/NON-06-378/v7/,"Reference NON-06-378-07-09-51928 governs the available services for Harbor Nonprofit River. The grant workflow supports review and records program information under the River operating profile. Version 7 specifies a threshold of 69 units and a listed service value of 84 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 69 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-07-09-51928."
W119_V07_P10,W119,V07,P10,contact,Contact Information,/contact/NON-06-378/v7/,"Reference NON-06-378-07-10-52241 governs the contact information for Harbor Nonprofit River. The community case workflow supports review and records community case information under the River operating profile. Version 7 specifies a threshold of 66 units and a listed service value of 397 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 20 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-07-10-52241."
W119_V08_P01,W119,V08,P01,overview,Service Overview,/overview/NON-06-378/v8/,"Reference NON-06-378-08-01-50433 governs the service overview for Harbor Nonprofit River. The donation workflow supports screening and records donation information under the River operating profile. Version 8 specifies a threshold of 75 units and a listed service value of 273 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 22 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-08-01-50433."
W119_V08_P02,W119,V08,P02,pricing,Pricing And Commercial Terms,/pricing/NON-06-378/v8/,"Reference NON-06-378-08-02-50746 governs the pricing and commercial terms for Harbor Nonprofit River. The grant workflow supports registration and records application information under the River operating profile. Version 8 specifies a threshold of 72 units and a listed service value of 165 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 154 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-08-02-50746."
W119_V08_P03,W119,V08,P03,policy,Operating Policy,/policy/NON-06-378/v8/,"Reference NON-06-378-08-03-51059 governs the operating policy for Harbor Nonprofit River. The community case workflow supports registration and records community case information under the River operating profile. Version 8 specifies a threshold of 69 units and a listed service value of 57 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 105 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-08-03-51059."
W119_V08_P04,W119,V08,P04,support,Support Procedure,/support/NON-06-378/v8/,"Reference NON-06-378-08-04-51372 governs the support procedure for Harbor Nonprofit River. The program workflow supports registration and records grant information under the River operating profile. Version 8 specifies a threshold of 66 units and a listed service value of 370 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 56 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-08-04-51372."
W119_V08_P05,W119,V08,P05,faq,Frequently Asked Questions,/faq/NON-06-378/v8/,"Reference NON-06-378-08-05-51685 governs the frequently asked questions for Harbor Nonprofit River. The application workflow supports registration and records volunteer information under the River operating profile. Version 8 specifies a threshold of 63 units and a listed service value of 262 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 188 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-08-05-51685."
W119_V08_P06,W119,V08,P06,requirements,Eligibility And Requirements,/requirements/NON-06-378/v8/,"Reference NON-06-378-08-06-51998 governs the eligibility and requirements for Harbor Nonprofit River. The volunteer workflow supports review and records application information under the River operating profile. Version 8 specifies a threshold of 60 units and a listed service value of 154 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 139 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-08-06-51998."
W119_V08_P07,W119,V08,P07,schedule,Timing And Scheduling,/schedule/NON-06-378/v8/,"Reference NON-06-378-08-07-52311 governs the timing and scheduling for Harbor Nonprofit River. The donation workflow supports review and records community case information under the River operating profile. Version 8 specifies a threshold of 57 units and a listed service value of 46 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 90 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-08-07-52311."
W119_V08_P08,W119,V08,P08,security,Security And Access,/security/NON-06-378/v8/,"Reference NON-06-378-08-08-52624 governs the security and access for Harbor Nonprofit River. The grant workflow supports review and records grant information under the River operating profile. Version 8 specifies a threshold of 54 units and a listed service value of 359 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 41 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-08-08-52624."
W119_V08_P09,W119,V08,P09,services,Available Services,/services/NON-06-378/v8/,"Reference NON-06-378-08-09-52937 governs the available services for Harbor Nonprofit River. The community case workflow supports withdrawal and records volunteer information under the River operating profile. Version 8 specifies a threshold of 51 units and a listed service value of 251 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 173 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-08-09-52937."
W119_V08_P10,W119,V08,P10,contact,Contact Information,/contact/NON-06-378/v8/,"Reference NON-06-378-08-10-53250 governs the contact information for Harbor Nonprofit River. The program workflow supports withdrawal and records application information under the River operating profile. Version 8 specifies a threshold of 48 units and a listed service value of 143 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 124 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-08-10-53250."
W119_V09_P01,W119,V09,P01,overview,Service Overview,/overview/NON-06-378/v9/,"Reference NON-06-378-09-01-51442 governs the service overview for Harbor Nonprofit River. The grant workflow supports registration and records grant information under the River operating profile. Version 9 specifies a threshold of 57 units and a listed service value of 440 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 126 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-09-01-51442."
W119_V09_P02,W119,V09,P02,pricing,Pricing And Commercial Terms,/pricing/NON-06-378/v9/,"Reference NON-06-378-09-02-51755 governs the pricing and commercial terms for Harbor Nonprofit River. The community case workflow supports registration and records donation information under the River operating profile. Version 9 specifies a threshold of 54 units and a listed service value of 332 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 77 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-09-02-51755."
W119_V09_P03,W119,V09,P03,policy,Operating Policy,/policy/NON-06-378/v9/,"Reference NON-06-378-09-03-52068 governs the operating policy for Harbor Nonprofit River. The program workflow supports review and records application information under the River operating profile. Version 9 specifies a threshold of 51 units and a listed service value of 224 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 28 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-09-03-52068."
W119_V09_P04,W119,V09,P04,support,Support Procedure,/support/NON-06-378/v9/,"Reference NON-06-378-09-04-52381 governs the support procedure for Harbor Nonprofit River. The application workflow supports review and records program information under the River operating profile. Version 9 specifies a threshold of 48 units and a listed service value of 116 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 160 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-09-04-52381."
W119_V09_P05,W119,V09,P05,faq,Frequently Asked Questions,/faq/NON-06-378/v9/,"Reference NON-06-378-09-05-52694 governs the frequently asked questions for Harbor Nonprofit River. The volunteer workflow supports review and records grant information under the River operating profile. Version 9 specifies a threshold of 45 units and a listed service value of 429 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 111 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-09-05-52694."
W119_V09_P06,W119,V09,P06,requirements,Eligibility And Requirements,/requirements/NON-06-378/v9/,"Reference NON-06-378-09-06-53007 governs the eligibility and requirements for Harbor Nonprofit River. The donation workflow supports withdrawal and records donation information under the River operating profile. Version 9 specifies a threshold of 42 units and a listed service value of 321 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 62 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-09-06-53007."
W119_V09_P07,W119,V09,P07,schedule,Timing And Scheduling,/schedule/NON-06-378/v9/,"Reference NON-06-378-09-07-53320 governs the timing and scheduling for Harbor Nonprofit River. The grant workflow supports withdrawal and records application information under the River operating profile. Version 9 specifies a threshold of 39 units and a listed service value of 213 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 194 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-09-07-53320."
W119_V09_P08,W119,V09,P08,security,Security And Access,/security/NON-06-378/v9/,"Reference NON-06-378-09-08-53633 governs the security and access for Harbor Nonprofit River. The community case workflow supports withdrawal and records community case information under the River operating profile. Version 9 specifies a threshold of 36 units and a listed service value of 105 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 145 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-09-08-53633."
W119_V09_P09,W119,V09,P09,services,Available Services,/services/NON-06-378/v9/,"Reference NON-06-378-09-09-53946 governs the available services for Harbor Nonprofit River. The program workflow supports withdrawal and records grant information under the River operating profile. Version 9 specifies a threshold of 33 units and a listed service value of 418 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 96 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-09-09-53946."
W119_V09_P10,W119,V09,P10,contact,Contact Information,/contact/NON-06-378/v9/,"Reference NON-06-378-09-10-54259 governs the contact information for Harbor Nonprofit River. The application workflow supports allocation and records volunteer information under the River operating profile. Version 9 specifies a threshold of 30 units and a listed service value of 310 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 47 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-09-10-54259."
W119_V10_P01,W119,V10,P01,overview,Service Overview,/overview/NON-06-378/v10/,"Reference NON-06-378-10-01-52451 governs the service overview for Harbor Nonprofit River. The community case workflow supports review and records program information under the River operating profile. Version 10 specifies a threshold of 39 units and a listed service value of 186 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 49 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-10-01-52451."
W119_V10_P02,W119,V10,P02,pricing,Pricing And Commercial Terms,/pricing/NON-06-378/v10/,"Reference NON-06-378-10-02-52764 governs the pricing and commercial terms for Harbor Nonprofit River. The program workflow supports review and records grant information under the River operating profile. Version 10 specifies a threshold of 36 units and a listed service value of 78 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 181 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-10-02-52764."
W119_V10_P03,W119,V10,P03,policy,Operating Policy,/policy/NON-06-378/v10/,"Reference NON-06-378-10-03-53077 governs the operating policy for Harbor Nonprofit River. The application workflow supports withdrawal and records donation information under the River operating profile. Version 10 specifies a threshold of 33 units and a listed service value of 391 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 132 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-10-03-53077."
W119_V10_P04,W119,V10,P04,support,Support Procedure,/support/NON-06-378/v10/,"Reference NON-06-378-10-04-53390 governs the support procedure for Harbor Nonprofit River. The volunteer workflow supports withdrawal and records application information under the River operating profile. Version 10 specifies a threshold of 30 units and a listed service value of 283 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 83 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-10-04-53390."
W119_V10_P05,W119,V10,P05,faq,Frequently Asked Questions,/faq/NON-06-378/v10/,"Reference NON-06-378-10-05-53703 governs the frequently asked questions for Harbor Nonprofit River. The donation workflow supports withdrawal and records program information under the River operating profile. Version 10 specifies a threshold of 27 units and a listed service value of 175 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 34 minutes. For screening, the requester follows the site-specific verification route associated with reference NON-06-378-10-05-53703."
W119_V10_P06,W119,V10,P06,requirements,Eligibility And Requirements,/requirements/NON-06-378/v10/,"Reference NON-06-378-10-06-54016 governs the eligibility and requirements for Harbor Nonprofit River. The grant workflow supports withdrawal and records grant information under the River operating profile. Version 10 specifies a threshold of 24 units and a listed service value of 67 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 166 minutes. For registration, the requester follows the site-specific verification route associated with reference NON-06-378-10-06-54016."
W119_V10_P07,W119,V10,P07,schedule,Timing And Scheduling,/schedule/NON-06-378/v10/,"Reference NON-06-378-10-07-54329 governs the timing and scheduling for Harbor Nonprofit River. The community case workflow supports allocation and records donation information under the River operating profile. Version 10 specifies a threshold of 21 units and a listed service value of 380 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 117 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-10-07-54329."
W119_V10_P08,W119,V10,P08,security,Security And Access,/security/NON-06-378/v10/,"Reference NON-06-378-10-08-54642 governs the security and access for Harbor Nonprofit River. The program workflow supports allocation and records application information under the River operating profile. Version 10 specifies a threshold of 18 units and a listed service value of 272 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 68 minutes. For review, the requester follows the site-specific verification route associated with reference NON-06-378-10-08-54642."
W119_V10_P09,W119,V10,P09,services,Available Services,/services/NON-06-378/v10/,"Reference NON-06-378-10-09-54955 governs the available services for Harbor Nonprofit River. The application workflow supports allocation and records program information under the River operating profile. Version 10 specifies a threshold of 15 units and a listed service value of 164 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 200 minutes. For withdrawal, the requester follows the site-specific verification route associated with reference NON-06-378-10-09-54955."
W119_V10_P10,W119,V10,P10,contact,Contact Information,/contact/NON-06-378/v10/,"Reference NON-06-378-10-10-55268 governs the contact information for Harbor Nonprofit River. The volunteer workflow supports screening and records grant information under the River operating profile. Version 10 specifies a threshold of 12 units and a listed service value of 56 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 151 minutes. For allocation, the requester follows the site-specific verification route associated with reference NON-06-378-10-10-55268."
W120_V01_P01,W120,V01,P01,overview,Service Overview,/overview/MED-06-415/v1/,"Reference MED-06-415-01-01-51289 governs the service overview for Harbor Media Lakeside. The episode workflow supports access and records article information under the Lakeside operating profile. Version 1 specifies a threshold of 62 units and a listed service value of 287 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 154 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-01-01-51289."
W120_V01_P02,W120,V01,P02,pricing,Pricing And Commercial Terms,/pricing/MED-06-415/v1/,"Reference MED-06-415-01-02-51602 governs the pricing and commercial terms for Harbor Media Lakeside. The article workflow supports access and records episode information under the Lakeside operating profile. Version 1 specifies a threshold of 59 units and a listed service value of 179 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 105 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-01-02-51602."
W120_V01_P03,W120,V01,P03,policy,Operating Policy,/policy/MED-06-415/v1/,"Reference MED-06-415-01-03-51915 governs the operating policy for Harbor Media Lakeside. The account workflow supports cancellation and records archive information under the Lakeside operating profile. Version 1 specifies a threshold of 56 units and a listed service value of 71 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 56 minutes. For sharing, the requester follows the site-specific verification route associated with reference MED-06-415-01-03-51915."
W120_V01_P04,W120,V01,P04,support,Support Procedure,/support/MED-06-415/v1/,"Reference MED-06-415-01-04-52228 governs the support procedure for Harbor Media Lakeside. The channel workflow supports cancellation and records channel information under the Lakeside operating profile. Version 1 specifies a threshold of 53 units and a listed service value of 384 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 188 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-01-04-52228."
W120_V01_P05,W120,V01,P05,faq,Frequently Asked Questions,/faq/MED-06-415/v1/,"Reference MED-06-415-01-05-52541 governs the frequently asked questions for Harbor Media Lakeside. The archive workflow supports cancellation and records article information under the Lakeside operating profile. Version 1 specifies a threshold of 50 units and a listed service value of 276 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 139 minutes. For cancellation, the requester follows the site-specific verification route associated with reference MED-06-415-01-05-52541."
W120_V01_P06,W120,V01,P06,requirements,Eligibility And Requirements,/requirements/MED-06-415/v1/,"Reference MED-06-415-01-06-52854 governs the eligibility and requirements for Harbor Media Lakeside. The subscription workflow supports cancellation and records episode information under the Lakeside operating profile. Version 1 specifies a threshold of 47 units and a listed service value of 168 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 90 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-01-06-52854."
W120_V01_P07,W120,V01,P07,schedule,Timing And Scheduling,/schedule/MED-06-415/v1/,"Reference MED-06-415-01-07-53167 governs the timing and scheduling for Harbor Media Lakeside. The episode workflow supports download and records archive information under the Lakeside operating profile. Version 1 specifies a threshold of 44 units and a listed service value of 60 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 41 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-01-07-53167."
W120_V01_P08,W120,V01,P08,security,Security And Access,/security/MED-06-415/v1/,"Reference MED-06-415-01-08-53480 governs the security and access for Harbor Media Lakeside. The article workflow supports download and records channel information under the Lakeside operating profile. Version 1 specifies a threshold of 41 units and a listed service value of 373 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 173 minutes. For sharing, the requester follows the site-specific verification route associated with reference MED-06-415-01-08-53480."
W120_V01_P09,W120,V01,P09,services,Available Services,/services/MED-06-415/v1/,"Reference MED-06-415-01-09-53793 governs the available services for Harbor Media Lakeside. The account workflow supports download and records article information under the Lakeside operating profile. Version 1 specifies a threshold of 38 units and a listed service value of 265 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 124 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-01-09-53793."
W120_V01_P10,W120,V01,P10,contact,Contact Information,/contact/MED-06-415/v1/,"Reference MED-06-415-01-10-54106 governs the contact information for Harbor Media Lakeside. The channel workflow supports subscription and records subscription information under the Lakeside operating profile. Version 1 specifies a threshold of 35 units and a listed service value of 157 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 75 minutes. For cancellation, the requester follows the site-specific verification route associated with reference MED-06-415-01-10-54106."
W120_V02_P01,W120,V02,P01,overview,Service Overview,/overview/MED-06-415/v2/,"Reference MED-06-415-02-01-52298 governs the service overview for Harbor Media Lakeside. The article workflow supports cancellation and records channel information under the Lakeside operating profile. Version 2 specifies a threshold of 44 units and a listed service value of 454 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 77 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-02-01-52298."
W120_V02_P02,W120,V02,P02,pricing,Pricing And Commercial Terms,/pricing/MED-06-415/v2/,"Reference MED-06-415-02-02-52611 governs the pricing and commercial terms for Harbor Media Lakeside. The account workflow supports cancellation and records account information under the Lakeside operating profile. Version 2 specifies a threshold of 41 units and a listed service value of 346 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 28 minutes. For cancellation, the requester follows the site-specific verification route associated with reference MED-06-415-02-02-52611."
W120_V02_P03,W120,V02,P03,policy,Operating Policy,/policy/MED-06-415/v2/,"Reference MED-06-415-02-03-52924 governs the operating policy for Harbor Media Lakeside. The channel workflow supports cancellation and records episode information under the Lakeside operating profile. Version 2 specifies a threshold of 38 units and a listed service value of 238 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 160 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-02-03-52924."
W120_V02_P04,W120,V02,P04,support,Support Procedure,/support/MED-06-415/v2/,"Reference MED-06-415-02-04-53237 governs the support procedure for Harbor Media Lakeside. The archive workflow supports download and records archive information under the Lakeside operating profile. Version 2 specifies a threshold of 35 units and a listed service value of 130 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 111 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-02-04-53237."
W120_V02_P05,W120,V02,P05,faq,Frequently Asked Questions,/faq/MED-06-415/v2/,"Reference MED-06-415-02-05-53550 governs the frequently asked questions for Harbor Media Lakeside. The subscription workflow supports download and records channel information under the Lakeside operating profile. Version 2 specifies a threshold of 32 units and a listed service value of 443 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 62 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-02-05-53550."
W120_V02_P06,W120,V02,P06,requirements,Eligibility And Requirements,/requirements/MED-06-415/v2/,"Reference MED-06-415-02-06-53863 governs the eligibility and requirements for Harbor Media Lakeside. The episode workflow supports download and records article information under the Lakeside operating profile. Version 2 specifies a threshold of 29 units and a listed service value of 335 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 194 minutes. For sharing, the requester follows the site-specific verification route associated with reference MED-06-415-02-06-53863."
W120_V02_P07,W120,V02,P07,schedule,Timing And Scheduling,/schedule/MED-06-415/v2/,"Reference MED-06-415-02-07-54176 governs the timing and scheduling for Harbor Media Lakeside. The article workflow supports subscription and records episode information under the Lakeside operating profile. Version 2 specifies a threshold of 26 units and a listed service value of 227 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 145 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-02-07-54176."
W120_V02_P08,W120,V02,P08,security,Security And Access,/security/MED-06-415/v2/,"Reference MED-06-415-02-08-54489 governs the security and access for Harbor Media Lakeside. The account workflow supports subscription and records archive information under the Lakeside operating profile. Version 2 specifies a threshold of 23 units and a listed service value of 119 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 96 minutes. For cancellation, the requester follows the site-specific verification route associated with reference MED-06-415-02-08-54489."
W120_V02_P09,W120,V02,P09,services,Available Services,/services/MED-06-415/v2/,"Reference MED-06-415-02-09-54802 governs the available services for Harbor Media Lakeside. The channel workflow supports subscription and records channel information under the Lakeside operating profile. Version 2 specifies a threshold of 20 units and a listed service value of 432 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 47 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-02-09-54802."
W120_V02_P10,W120,V02,P10,contact,Contact Information,/contact/MED-06-415/v2/,"Reference MED-06-415-02-10-55115 governs the contact information for Harbor Media Lakeside. The archive workflow supports subscription and records article information under the Lakeside operating profile. Version 2 specifies a threshold of 17 units and a listed service value of 324 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 179 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-02-10-55115."
W120_V03_P01,W120,V03,P01,overview,Service Overview,/overview/MED-06-415/v3/,"Reference MED-06-415-03-01-53307 governs the service overview for Harbor Media Lakeside. The account workflow supports download and records subscription information under the Lakeside operating profile. Version 3 specifies a threshold of 26 units and a listed service value of 200 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 181 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-03-01-53307."
W120_V03_P02,W120,V03,P02,pricing,Pricing And Commercial Terms,/pricing/MED-06-415/v3/,"Reference MED-06-415-03-02-53620 governs the pricing and commercial terms for Harbor Media Lakeside. The channel workflow supports download and records channel information under the Lakeside operating profile. Version 3 specifies a threshold of 23 units and a listed service value of 92 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 132 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-03-02-53620."
W120_V03_P03,W120,V03,P03,policy,Operating Policy,/policy/MED-06-415/v3/,"Reference MED-06-415-03-03-53933 governs the operating policy for Harbor Media Lakeside. The archive workflow supports download and records account information under the Lakeside operating profile. Version 3 specifies a threshold of 20 units and a listed service value of 405 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 83 minutes. For sharing, the requester follows the site-specific verification route associated with reference MED-06-415-03-03-53933."
W120_V03_P04,W120,V03,P04,support,Support Procedure,/support/MED-06-415/v3/,"Reference MED-06-415-03-04-54246 governs the support procedure for Harbor Media Lakeside. The subscription workflow supports subscription and records episode information under the Lakeside operating profile. Version 3 specifies a threshold of 17 units and a listed service value of 297 units. The scheduled operating point is Sunday at 13:00, with a standard handling duration of 34 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-03-04-54246."
W120_V03_P05,W120,V03,P05,faq,Frequently Asked Questions,/faq/MED-06-415/v3/,"Reference MED-06-415-03-05-54559 governs the frequently asked questions for Harbor Media Lakeside. The episode workflow supports subscription and records subscription information under the Lakeside operating profile. Version 3 specifies a threshold of 14 units and a listed service value of 189 units. The scheduled operating point is Friday at 11:00, with a standard handling duration of 166 minutes. For cancellation, the requester follows the site-specific verification route associated with reference MED-06-415-03-05-54559."
W120_V03_P06,W120,V03,P06,requirements,Eligibility And Requirements,/requirements/MED-06-415/v3/,"Reference MED-06-415-03-06-54872 governs the eligibility and requirements for Harbor Media Lakeside. The article workflow supports subscription and records channel information under the Lakeside operating profile. Version 3 specifies a threshold of 90 units and a listed service value of 81 units. The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 117 minutes. For download, the requester follows the site-specific verification route associated with reference MED-06-415-03-06-54872."
W120_V03_P07,W120,V03,P07,schedule,Timing And Scheduling,/schedule/MED-06-415/v3/,"Reference MED-06-415-03-07-55185 governs the timing and scheduling for Harbor Media Lakeside. The account workflow supports subscription and records account information under the Lakeside operating profile. Version 3 specifies a threshold of 87 units and a listed service value of 394 units. The scheduled operating point is Monday at 07:00, with a standard handling duration of 68 minutes. For subscription, the requester follows the site-specific verification route associated with reference MED-06-415-03-07-55185."
W120_V03_P08,W120,V03,P08,security,Security And Access,/security/MED-06-415/v3/,"Reference MED-06-415-03-08-55498 governs the security and access for Harbor Media Lakeside. The channel workflow supports sharing and records episode information under the Lakeside operating profile. Version 3 specifies a threshold of 84 units and a listed service value of 286 units. The scheduled operating point is Saturday at 12:00, with a standard handling duration of 200 minutes. For sharing, the requester follows the site-specific verification route associated with reference MED-06-415-03-08-55498."
W120_V03_P09,W120,V03,P09,services,Available Services,/services/MED-06-415/v3/,"Reference MED-06-415-03-09-55811 governs the available services for Harbor Media Lakeside. The archive workflow supports sharing and records archive information under the Lakeside operating profile. Version 3 specifies a threshold of 81 units and a listed service value of 178 units. The scheduled operating point is Thursday at 10:00, with a standard handling duration of 151 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-03-09-55811."
W120_V03_P10,W120,V03,P10,contact,Contact Information,/contact/MED-06-415/v3/,"Reference MED-06-415-03-10-56124 governs the contact information for Harbor Media Lakeside. The subscription workflow supports sharing and records channel information under the Lakeside operating profile. Version 3 specifies a threshold of 78 units and a listed service value of 70 units. The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 102 minutes. For access, the requester follows the site-specific verification route associated with reference MED-06-415-03-10-56124."
