question_id,website_id,split,target_version,question_type,question,expected_behavior,retrieval_label,freshness_sensitive,source_page_type
Q02616,W101,train,V06,stale,"If the index still contains V04 for EDU-06-709, can it safely answer a current question about assessment? Benchmark case TRAIN-EDU-06-709-15.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02617,W101,train,V07,conflict,"If an older security snapshot disagrees with the latest EDU-06-709 release about withdrawal, which source should govern the answer? Benchmark case TRAIN-EDU-06-709-16.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02618,W101,train,V08,multi_document,"For EDU-06-709, combine the services and support guidance to explain how withdrawal is handled. Benchmark case TRAIN-EDU-06-709-17.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02619,W101,train,V09,retrieval_control,Control EDU-06-709-18: what is 219 + 469? Benchmark case TRAIN-EDU-06-709-18.,Answer 688 without corpus retrieval.,retrieval_not_needed,no,contact
Q02620,W101,train,V10,freshness,"For Harbor Education North (EDU-06-709), what is the current published value associated with assessment in version V10? Benchmark case TRAIN-EDU-06-709-19.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02621,W101,train,V01,historical,"In website EDU-06-709, what did the pricing guidance say in V01, and how is that different from the current release? Benchmark case TRAIN-EDU-06-709-20.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02622,W101,train,V02,comparison,"Between V01 and V02, what changed for the assessment workflow on EDU-06-709? Benchmark case TRAIN-EDU-06-709-21.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02623,W101,train,V03,change_detection,Which lifecycle change type should be assigned to the V03 update affecting withdrawal on EDU-06-709? Benchmark case TRAIN-EDU-06-709-22.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02624,W101,train,V04,policy,What is the current operating rule for withdrawal in the North profile of Harbor Education North? Benchmark case TRAIN-EDU-06-709-23.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02625,W101,train,V05,requirement,What information is required before withdrawal for reference EDU-06-709 in V05? Benchmark case TRAIN-EDU-06-709-24.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02626,W101,train,V06,stale,"If the index still contains V04 for EDU-06-709, can it safely answer a current question about assessment? Benchmark case TRAIN-EDU-06-709-25.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02627,W102,train,V01,comparison,"Between V01 and V01, what changed for the workspace workflow on SOF-06-746? Benchmark case TRAIN-SOF-06-746-00.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02628,W102,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-06-746? Benchmark case TRAIN-SOF-06-746-01.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02629,W102,train,V03,policy,What is the current operating rule for rollback in the South profile of Harbor Software South? Benchmark case TRAIN-SOF-06-746-02.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02630,W102,train,V04,requirement,What information is required before rollback for reference SOF-06-746 in V04? Benchmark case TRAIN-SOF-06-746-03.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02631,W102,train,V05,stale,"If the index still contains V03 for SOF-06-746, can it safely answer a current question about workspace? Benchmark case TRAIN-SOF-06-746-04.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02632,W102,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-06-746 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-06-746-05.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02633,W102,train,V07,multi_document,"For SOF-06-746, combine the services and support guidance to explain how rollback is handled. Benchmark case TRAIN-SOF-06-746-06.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02634,W102,train,V08,retrieval_control,Control SOF-06-746-07: what is 595 + 545? Benchmark case TRAIN-SOF-06-746-07.,Answer 1140 without corpus retrieval.,retrieval_not_needed,no,contact
Q02635,W102,train,V09,freshness,"For Harbor Software South (SOF-06-746), what is the current published value associated with workspace in version V09? Benchmark case TRAIN-SOF-06-746-08.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02636,W102,train,V10,historical,"In website SOF-06-746, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-SOF-06-746-09.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02637,W102,train,V01,comparison,"Between V01 and V01, what changed for the workspace workflow on SOF-06-746? Benchmark case TRAIN-SOF-06-746-10.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02638,W102,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-06-746? Benchmark case TRAIN-SOF-06-746-11.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02639,W102,train,V03,policy,What is the current operating rule for rollback in the South profile of Harbor Software South? Benchmark case TRAIN-SOF-06-746-12.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02640,W102,train,V04,requirement,What information is required before rollback for reference SOF-06-746 in V04? Benchmark case TRAIN-SOF-06-746-13.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02641,W102,train,V05,stale,"If the index still contains V03 for SOF-06-746, can it safely answer a current question about workspace? Benchmark case TRAIN-SOF-06-746-14.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02642,W102,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-06-746 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-06-746-15.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02643,W102,train,V07,multi_document,"For SOF-06-746, combine the services and support guidance to explain how rollback is handled. Benchmark case TRAIN-SOF-06-746-16.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02644,W102,train,V08,retrieval_control,Control SOF-06-746-17: what is 165 + 515? Benchmark case TRAIN-SOF-06-746-17.,Answer 680 without corpus retrieval.,retrieval_not_needed,no,contact
Q02645,W102,train,V09,freshness,"For Harbor Software South (SOF-06-746), what is the current published value associated with workspace in version V09? Benchmark case TRAIN-SOF-06-746-18.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02646,W102,train,V10,historical,"In website SOF-06-746, what did the pricing guidance say in V10, and how is that different from the current release? Benchmark case TRAIN-SOF-06-746-19.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02647,W102,train,V01,comparison,"Between V01 and V01, what changed for the workspace workflow on SOF-06-746? Benchmark case TRAIN-SOF-06-746-20.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02648,W102,train,V02,change_detection,Which lifecycle change type should be assigned to the V02 update affecting rollback on SOF-06-746? Benchmark case TRAIN-SOF-06-746-21.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02649,W102,train,V03,policy,What is the current operating rule for rollback in the South profile of Harbor Software South? Benchmark case TRAIN-SOF-06-746-22.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02650,W102,train,V04,requirement,What information is required before rollback for reference SOF-06-746 in V04? Benchmark case TRAIN-SOF-06-746-23.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02651,W102,train,V05,stale,"If the index still contains V03 for SOF-06-746, can it safely answer a current question about workspace? Benchmark case TRAIN-SOF-06-746-24.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02652,W102,train,V06,conflict,"If an older security snapshot disagrees with the latest SOF-06-746 release about rollback, which source should govern the answer? Benchmark case TRAIN-SOF-06-746-25.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02653,W103,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting modification on TRA-06-783? Benchmark case TRAIN-TRA-06-783-00.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02654,W103,train,V02,policy,What is the current operating rule for modification in the East profile of Harbor Travel East? Benchmark case TRAIN-TRA-06-783-01.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02655,W103,train,V03,requirement,What information is required before modification for reference TRA-06-783 in V03? Benchmark case TRAIN-TRA-06-783-02.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02656,W103,train,V04,stale,"If the index still contains V02 for TRA-06-783, can it safely answer a current question about boarding pass? Benchmark case TRAIN-TRA-06-783-03.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02657,W103,train,V05,conflict,"If an older security snapshot disagrees with the latest TRA-06-783 release about modification, which source should govern the answer? Benchmark case TRAIN-TRA-06-783-04.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02658,W103,train,V06,multi_document,"For TRA-06-783, combine the services and support guidance to explain how modification is handled. Benchmark case TRAIN-TRA-06-783-05.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02659,W103,train,V07,retrieval_control,Control TRA-06-783-06: what is 541 + 591? Benchmark case TRAIN-TRA-06-783-06.,Answer 1132 without corpus retrieval.,retrieval_not_needed,no,contact
Q02660,W103,train,V08,freshness,"For Harbor Travel East (TRA-06-783), what is the current published value associated with boarding pass in version V08? Benchmark case TRAIN-TRA-06-783-07.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02661,W103,train,V09,historical,"In website TRA-06-783, what did the pricing guidance say in V09, and how is that different from the current release? Benchmark case TRAIN-TRA-06-783-08.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02662,W103,train,V10,comparison,"Between V09 and V10, what changed for the boarding pass workflow on TRA-06-783? Benchmark case TRAIN-TRA-06-783-09.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02663,W103,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting modification on TRA-06-783? Benchmark case TRAIN-TRA-06-783-10.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02664,W103,train,V02,policy,What is the current operating rule for modification in the East profile of Harbor Travel East? Benchmark case TRAIN-TRA-06-783-11.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02665,W103,train,V03,requirement,What information is required before modification for reference TRA-06-783 in V03? Benchmark case TRAIN-TRA-06-783-12.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02666,W103,train,V04,stale,"If the index still contains V02 for TRA-06-783, can it safely answer a current question about boarding pass? Benchmark case TRAIN-TRA-06-783-13.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02667,W103,train,V05,conflict,"If an older security snapshot disagrees with the latest TRA-06-783 release about modification, which source should govern the answer? Benchmark case TRAIN-TRA-06-783-14.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02668,W103,train,V06,multi_document,"For TRA-06-783, combine the services and support guidance to explain how modification is handled. Benchmark case TRAIN-TRA-06-783-15.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02669,W103,train,V07,retrieval_control,Control TRA-06-783-16: what is 111 + 561? Benchmark case TRAIN-TRA-06-783-16.,Answer 672 without corpus retrieval.,retrieval_not_needed,no,contact
Q02670,W103,train,V08,freshness,"For Harbor Travel East (TRA-06-783), what is the current published value associated with boarding pass in version V08? Benchmark case TRAIN-TRA-06-783-17.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02671,W103,train,V09,historical,"In website TRA-06-783, what did the pricing guidance say in V09, and how is that different from the current release? Benchmark case TRAIN-TRA-06-783-18.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02672,W103,train,V10,comparison,"Between V09 and V10, what changed for the boarding pass workflow on TRA-06-783? Benchmark case TRAIN-TRA-06-783-19.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02673,W103,train,V01,change_detection,Which lifecycle change type should be assigned to the V01 update affecting modification on TRA-06-783? Benchmark case TRAIN-TRA-06-783-20.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02674,W103,train,V02,policy,What is the current operating rule for modification in the East profile of Harbor Travel East? Benchmark case TRAIN-TRA-06-783-21.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02675,W103,train,V03,requirement,What information is required before modification for reference TRA-06-783 in V03? Benchmark case TRAIN-TRA-06-783-22.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02676,W103,train,V04,stale,"If the index still contains V02 for TRA-06-783, can it safely answer a current question about boarding pass? Benchmark case TRAIN-TRA-06-783-23.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02677,W103,train,V05,conflict,"If an older security snapshot disagrees with the latest TRA-06-783 release about modification, which source should govern the answer? Benchmark case TRAIN-TRA-06-783-24.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02678,W103,train,V06,multi_document,"For TRA-06-783, combine the services and support guidance to explain how modification is handled. Benchmark case TRAIN-TRA-06-783-25.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02679,W104,train,V01,policy,What is the current operating rule for upgrade in the West profile of Harbor Hospitality West? Benchmark case TRAIN-HOS-06-820-00.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02680,W104,train,V02,requirement,What information is required before upgrade for reference HOS-06-820 in V02? Benchmark case TRAIN-HOS-06-820-01.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02681,W104,train,V03,stale,"If the index still contains V01 for HOS-06-820, can it safely answer a current question about guest? Benchmark case TRAIN-HOS-06-820-02.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02682,W104,train,V04,conflict,"If an older security snapshot disagrees with the latest HOS-06-820 release about upgrade, which source should govern the answer? Benchmark case TRAIN-HOS-06-820-03.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02683,W104,train,V05,multi_document,"For HOS-06-820, combine the services and support guidance to explain how upgrade is handled. Benchmark case TRAIN-HOS-06-820-04.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02684,W104,train,V06,retrieval_control,Control HOS-06-820-05: what is 487 + 637? Benchmark case TRAIN-HOS-06-820-05.,Answer 1124 without corpus retrieval.,retrieval_not_needed,no,contact
Q02685,W104,train,V07,freshness,"For Harbor Hospitality West (HOS-06-820), what is the current published value associated with guest in version V07? Benchmark case TRAIN-HOS-06-820-06.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02686,W104,train,V08,historical,"In website HOS-06-820, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TRAIN-HOS-06-820-07.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02687,W104,train,V09,comparison,"Between V08 and V09, what changed for the guest workflow on HOS-06-820? Benchmark case TRAIN-HOS-06-820-08.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02688,W104,train,V10,change_detection,Which lifecycle change type should be assigned to the V10 update affecting upgrade on HOS-06-820? Benchmark case TRAIN-HOS-06-820-09.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02689,W104,train,V01,policy,What is the current operating rule for upgrade in the West profile of Harbor Hospitality West? Benchmark case TRAIN-HOS-06-820-10.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02690,W104,train,V02,requirement,What information is required before upgrade for reference HOS-06-820 in V02? Benchmark case TRAIN-HOS-06-820-11.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02691,W104,train,V03,stale,"If the index still contains V01 for HOS-06-820, can it safely answer a current question about guest? Benchmark case TRAIN-HOS-06-820-12.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02692,W104,train,V04,conflict,"If an older security snapshot disagrees with the latest HOS-06-820 release about upgrade, which source should govern the answer? Benchmark case TRAIN-HOS-06-820-13.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02693,W104,train,V05,multi_document,"For HOS-06-820, combine the services and support guidance to explain how upgrade is handled. Benchmark case TRAIN-HOS-06-820-14.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02694,W104,train,V06,retrieval_control,Control HOS-06-820-15: what is 957 + 607? Benchmark case TRAIN-HOS-06-820-15.,Answer 1564 without corpus retrieval.,retrieval_not_needed,no,contact
Q02695,W104,train,V07,freshness,"For Harbor Hospitality West (HOS-06-820), what is the current published value associated with guest in version V07? Benchmark case TRAIN-HOS-06-820-16.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02696,W104,train,V08,historical,"In website HOS-06-820, what did the pricing guidance say in V08, and how is that different from the current release? Benchmark case TRAIN-HOS-06-820-17.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02697,W104,train,V09,comparison,"Between V08 and V09, what changed for the guest workflow on HOS-06-820? Benchmark case TRAIN-HOS-06-820-18.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02698,W104,train,V10,change_detection,Which lifecycle change type should be assigned to the V10 update affecting upgrade on HOS-06-820? Benchmark case TRAIN-HOS-06-820-19.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02699,W104,train,V01,policy,What is the current operating rule for upgrade in the West profile of Harbor Hospitality West? Benchmark case TRAIN-HOS-06-820-20.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02700,W104,train,V02,requirement,What information is required before upgrade for reference HOS-06-820 in V02? Benchmark case TRAIN-HOS-06-820-21.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02701,W104,train,V03,stale,"If the index still contains V01 for HOS-06-820, can it safely answer a current question about guest? Benchmark case TRAIN-HOS-06-820-22.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02702,W104,train,V04,conflict,"If an older security snapshot disagrees with the latest HOS-06-820 release about upgrade, which source should govern the answer? Benchmark case TRAIN-HOS-06-820-23.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02703,W104,train,V05,multi_document,"For HOS-06-820, combine the services and support guidance to explain how upgrade is handled. Benchmark case TRAIN-HOS-06-820-24.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02704,W104,train,V06,retrieval_control,Control HOS-06-820-25: what is 527 + 577? Benchmark case TRAIN-HOS-06-820-25.,Answer 1104 without corpus retrieval.,retrieval_not_needed,no,contact
Q02705,W105,train,V01,requirement,What information is required before booking for reference HEA-06-857 in V01? Benchmark case TRAIN-HEA-06-857-00.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02706,W105,train,V02,stale,"If the index still contains V01 for HEA-06-857, can it safely answer a current question about appointment? Benchmark case TRAIN-HEA-06-857-01.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02707,W105,train,V03,conflict,"If an older security snapshot disagrees with the latest HEA-06-857 release about booking, which source should govern the answer? Benchmark case TRAIN-HEA-06-857-02.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02708,W105,train,V04,multi_document,"For HEA-06-857, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-HEA-06-857-03.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02709,W105,train,V05,retrieval_control,Control HEA-06-857-04: what is 433 + 683? Benchmark case TRAIN-HEA-06-857-04.,Answer 1116 without corpus retrieval.,retrieval_not_needed,no,contact
Q02710,W105,train,V06,freshness,"For Harbor Healthcare Central (HEA-06-857), what is the current published value associated with appointment in version V06? Benchmark case TRAIN-HEA-06-857-05.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02711,W105,train,V07,historical,"In website HEA-06-857, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TRAIN-HEA-06-857-06.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02712,W105,train,V08,comparison,"Between V07 and V08, what changed for the appointment workflow on HEA-06-857? Benchmark case TRAIN-HEA-06-857-07.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02713,W105,train,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on HEA-06-857? Benchmark case TRAIN-HEA-06-857-08.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02714,W105,train,V10,policy,What is the current operating rule for booking in the Central profile of Harbor Healthcare Central? Benchmark case TRAIN-HEA-06-857-09.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02715,W105,train,V01,requirement,What information is required before booking for reference HEA-06-857 in V01? Benchmark case TRAIN-HEA-06-857-10.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02716,W105,train,V02,stale,"If the index still contains V01 for HEA-06-857, can it safely answer a current question about appointment? Benchmark case TRAIN-HEA-06-857-11.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02717,W105,train,V03,conflict,"If an older security snapshot disagrees with the latest HEA-06-857 release about booking, which source should govern the answer? Benchmark case TRAIN-HEA-06-857-12.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02718,W105,train,V04,multi_document,"For HEA-06-857, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-HEA-06-857-13.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02719,W105,train,V05,retrieval_control,Control HEA-06-857-14: what is 903 + 653? Benchmark case TRAIN-HEA-06-857-14.,Answer 1556 without corpus retrieval.,retrieval_not_needed,no,contact
Q02720,W105,train,V06,freshness,"For Harbor Healthcare Central (HEA-06-857), what is the current published value associated with appointment in version V06? Benchmark case TRAIN-HEA-06-857-15.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02721,W105,train,V07,historical,"In website HEA-06-857, what did the pricing guidance say in V07, and how is that different from the current release? Benchmark case TRAIN-HEA-06-857-16.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02722,W105,train,V08,comparison,"Between V07 and V08, what changed for the appointment workflow on HEA-06-857? Benchmark case TRAIN-HEA-06-857-17.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02723,W105,train,V09,change_detection,Which lifecycle change type should be assigned to the V09 update affecting booking on HEA-06-857? Benchmark case TRAIN-HEA-06-857-18.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02724,W105,train,V10,policy,What is the current operating rule for booking in the Central profile of Harbor Healthcare Central? Benchmark case TRAIN-HEA-06-857-19.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02725,W105,train,V01,requirement,What information is required before booking for reference HEA-06-857 in V01? Benchmark case TRAIN-HEA-06-857-20.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02726,W105,train,V02,stale,"If the index still contains V01 for HEA-06-857, can it safely answer a current question about appointment? Benchmark case TRAIN-HEA-06-857-21.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02727,W105,train,V03,conflict,"If an older security snapshot disagrees with the latest HEA-06-857 release about booking, which source should govern the answer? Benchmark case TRAIN-HEA-06-857-22.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02728,W105,train,V04,multi_document,"For HEA-06-857, combine the services and support guidance to explain how booking is handled. Benchmark case TRAIN-HEA-06-857-23.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02729,W105,train,V05,retrieval_control,Control HEA-06-857-24: what is 473 + 623? Benchmark case TRAIN-HEA-06-857-24.,Answer 1096 without corpus retrieval.,retrieval_not_needed,no,contact
Q02730,W105,train,V06,freshness,"For Harbor Healthcare Central (HEA-06-857), what is the current published value associated with appointment in version V06? Benchmark case TRAIN-HEA-06-857-25.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02731,W106,train,V01,stale,"If the index still contains V01 for FIN-06-894, can it safely answer a current question about payment? Benchmark case TRAIN-FIN-06-894-00.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02732,W106,train,V02,conflict,"If an older security snapshot disagrees with the latest FIN-06-894 release about transfer, which source should govern the answer? Benchmark case TRAIN-FIN-06-894-01.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02733,W106,train,V03,multi_document,"For FIN-06-894, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-FIN-06-894-02.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02734,W106,train,V04,retrieval_control,Control FIN-06-894-03: what is 379 + 729? Benchmark case TRAIN-FIN-06-894-03.,Answer 1108 without corpus retrieval.,retrieval_not_needed,no,contact
Q02735,W106,train,V05,freshness,"For Harbor Finance Coastal (FIN-06-894), what is the current published value associated with payment in version V05? Benchmark case TRAIN-FIN-06-894-04.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02736,W106,train,V06,historical,"In website FIN-06-894, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-06-894-05.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02737,W106,train,V07,comparison,"Between V06 and V07, what changed for the payment workflow on FIN-06-894? Benchmark case TRAIN-FIN-06-894-06.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02738,W106,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting transfer on FIN-06-894? Benchmark case TRAIN-FIN-06-894-07.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02739,W106,train,V09,policy,What is the current operating rule for transfer in the Coastal profile of Harbor Finance Coastal? Benchmark case TRAIN-FIN-06-894-08.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
Q02740,W106,train,V10,requirement,What information is required before transfer for reference FIN-06-894 in V10? Benchmark case TRAIN-FIN-06-894-09.,Retrieve the requirements and list the applicable information.,retrieval_needed,yes,requirements
Q02741,W106,train,V01,stale,"If the index still contains V01 for FIN-06-894, can it safely answer a current question about payment? Benchmark case TRAIN-FIN-06-894-10.",Detect stale knowledge and refresh before answering.,retrieval_needed,yes,schedule
Q02742,W106,train,V02,conflict,"If an older security snapshot disagrees with the latest FIN-06-894 release about transfer, which source should govern the answer? Benchmark case TRAIN-FIN-06-894-11.","Detect conflict, prefer current authoritative content, and cite it.",retrieval_needed,yes,security
Q02743,W106,train,V03,multi_document,"For FIN-06-894, combine the services and support guidance to explain how transfer is handled. Benchmark case TRAIN-FIN-06-894-12.",Retrieve multiple relevant documents and synthesize with citations.,retrieval_needed,yes,services
Q02744,W106,train,V04,retrieval_control,Control FIN-06-894-13: what is 849 + 699? Benchmark case TRAIN-FIN-06-894-13.,Answer 1548 without corpus retrieval.,retrieval_not_needed,no,contact
Q02745,W106,train,V05,freshness,"For Harbor Finance Coastal (FIN-06-894), what is the current published value associated with payment in version V05? Benchmark case TRAIN-FIN-06-894-14.",Retrieve the current target version and answer with source evidence.,retrieval_needed,yes,overview
Q02746,W106,train,V06,historical,"In website FIN-06-894, what did the pricing guidance say in V06, and how is that different from the current release? Benchmark case TRAIN-FIN-06-894-15.",Retrieve the requested historical version and compare it with the latest.,retrieval_needed,yes,pricing
Q02747,W106,train,V07,comparison,"Between V06 and V07, what changed for the payment workflow on FIN-06-894? Benchmark case TRAIN-FIN-06-894-16.",Retrieve both versions and identify the change.,retrieval_needed,yes,policy
Q02748,W106,train,V08,change_detection,Which lifecycle change type should be assigned to the V08 update affecting transfer on FIN-06-894? Benchmark case TRAIN-FIN-06-894-17.,Retrieve the version pair and classify the change.,retrieval_needed,yes,support
Q02749,W106,train,V09,policy,What is the current operating rule for transfer in the Coastal profile of Harbor Finance Coastal? Benchmark case TRAIN-FIN-06-894-18.,Use the latest authoritative policy content.,retrieval_needed,yes,faq
