chunk_id,document_id,website_id,version,page_id,page_type,chunk_index,text,source_path
W090_V04_P04_C2,W090_V04_P04,W090,V04,P04,support,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 40 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-04-04-17685.",/support/PUB-05-302/v4/
W090_V04_P05_C1,W090_V04_P05,W090,V04,P05,faq,1,Reference PUB-05-302-04-05-17998 governs the frequently asked questions for Solstice Public Service Lakeside. The appointment workflow supports verification and records permit information under the Lakeside operating profile. Version 4 specifies a threshold of 58 units and a listed service value of 230 units.,/faq/PUB-05-302/v4/
W090_V04_P05_C2,W090_V04_P05,W090,V04,P05,faq,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 172 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-04-05-17998.",/faq/PUB-05-302/v4/
W090_V04_P06_C1,W090_V04_P06,W090,V04,P06,requirements,1,Reference PUB-05-302-04-06-18311 governs the eligibility and requirements for Solstice Public Service Lakeside. The request workflow supports submission and records request information under the Lakeside operating profile. Version 4 specifies a threshold of 55 units and a listed service value of 122 units.,/requirements/PUB-05-302/v4/
W090_V04_P06_C2,W090_V04_P06,W090,V04,P06,requirements,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 123 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-04-06-18311.",/requirements/PUB-05-302/v4/
W090_V04_P07_C1,W090_V04_P07,W090,V04,P07,schedule,1,Reference PUB-05-302-04-07-18624 governs the timing and scheduling for Solstice Public Service Lakeside. The permit workflow supports submission and records certificate information under the Lakeside operating profile. Version 4 specifies a threshold of 52 units and a listed service value of 435 units.,/schedule/PUB-05-302/v4/
W090_V04_P07_C2,W090_V04_P07,W090,V04,P07,schedule,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 74 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-04-07-18624.",/schedule/PUB-05-302/v4/
W090_V04_P08_C1,W090_V04_P08,W090,V04,P08,security,1,Reference PUB-05-302-04-08-18937 governs the security and access for Solstice Public Service Lakeside. The case workflow supports submission and records case information under the Lakeside operating profile. Version 4 specifies a threshold of 49 units and a listed service value of 327 units.,/security/PUB-05-302/v4/
W090_V04_P08_C2,W090_V04_P08,W090,V04,P08,security,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 25 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-04-08-18937.",/security/PUB-05-302/v4/
W090_V04_P09_C1,W090_V04_P09,W090,V04,P09,services,1,Reference PUB-05-302-04-09-19250 governs the available services for Solstice Public Service Lakeside. The application workflow supports submission and records permit information under the Lakeside operating profile. Version 4 specifies a threshold of 46 units and a listed service value of 219 units.,/services/PUB-05-302/v4/
W090_V04_P09_C2,W090_V04_P09,W090,V04,P09,services,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 157 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-04-09-19250.",/services/PUB-05-302/v4/
W090_V04_P10_C1,W090_V04_P10,W090,V04,P10,contact,1,Reference PUB-05-302-04-10-19563 governs the contact information for Solstice Public Service Lakeside. The certificate workflow supports review and records appointment information under the Lakeside operating profile. Version 4 specifies a threshold of 43 units and a listed service value of 111 units.,/contact/PUB-05-302/v4/
W090_V04_P10_C2,W090_V04_P10,W090,V04,P10,contact,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 108 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-04-10-19563.",/contact/PUB-05-302/v4/
W090_V05_P01_C1,W090_V05_P01,W090,V05,P01,overview,1,Reference PUB-05-302-05-01-17755 governs the service overview for Solstice Public Service Lakeside. The case workflow supports verification and records application information under the Lakeside operating profile. Version 5 specifies a threshold of 52 units and a listed service value of 408 units.,/overview/PUB-05-302/v5/
W090_V05_P01_C2,W090_V05_P01,W090,V05,P01,overview,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 110 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-05-01-17755.",/overview/PUB-05-302/v5/
W090_V05_P02_C1,W090_V05_P02,W090,V05,P02,pricing,1,Reference PUB-05-302-05-02-18068 governs the pricing and commercial terms for Solstice Public Service Lakeside. The application workflow supports verification and records permit information under the Lakeside operating profile. Version 5 specifies a threshold of 49 units and a listed service value of 300 units.,/pricing/PUB-05-302/v5/
W090_V05_P02_C2,W090_V05_P02,W090,V05,P02,pricing,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 61 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-05-02-18068.",/pricing/PUB-05-302/v5/
W090_V05_P03_C1,W090_V05_P03,W090,V05,P03,policy,1,Reference PUB-05-302-05-03-18381 governs the operating policy for Solstice Public Service Lakeside. The certificate workflow supports submission and records request information under the Lakeside operating profile. Version 5 specifies a threshold of 46 units and a listed service value of 192 units.,/policy/PUB-05-302/v5/
W090_V05_P03_C2,W090_V05_P03,W090,V05,P03,policy,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 193 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-05-03-18381.",/policy/PUB-05-302/v5/
W090_V05_P04_C1,W090_V05_P04,W090,V05,P04,support,1,Reference PUB-05-302-05-04-18694 governs the support procedure for Solstice Public Service Lakeside. The appointment workflow supports submission and records certificate information under the Lakeside operating profile. Version 5 specifies a threshold of 43 units and a listed service value of 84 units.,/support/PUB-05-302/v5/
W090_V05_P04_C2,W090_V05_P04,W090,V05,P04,support,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 144 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-05-04-18694.",/support/PUB-05-302/v5/
W090_V05_P05_C1,W090_V05_P05,W090,V05,P05,faq,1,Reference PUB-05-302-05-05-19007 governs the frequently asked questions for Solstice Public Service Lakeside. The request workflow supports submission and records application information under the Lakeside operating profile. Version 5 specifies a threshold of 40 units and a listed service value of 397 units.,/faq/PUB-05-302/v5/
W090_V05_P05_C2,W090_V05_P05,W090,V05,P05,faq,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 95 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-05-05-19007.",/faq/PUB-05-302/v5/
W090_V05_P06_C1,W090_V05_P06,W090,V05,P06,requirements,1,Reference PUB-05-302-05-06-19320 governs the eligibility and requirements for Solstice Public Service Lakeside. The permit workflow supports submission and records permit information under the Lakeside operating profile. Version 5 specifies a threshold of 37 units and a listed service value of 289 units.,/requirements/PUB-05-302/v5/
W090_V05_P06_C2,W090_V05_P06,W090,V05,P06,requirements,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 46 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-05-06-19320.",/requirements/PUB-05-302/v5/
W090_V05_P07_C1,W090_V05_P07,W090,V05,P07,schedule,1,Reference PUB-05-302-05-07-19633 governs the timing and scheduling for Solstice Public Service Lakeside. The case workflow supports review and records request information under the Lakeside operating profile. Version 5 specifies a threshold of 34 units and a listed service value of 181 units.,/schedule/PUB-05-302/v5/
W090_V05_P07_C2,W090_V05_P07,W090,V05,P07,schedule,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 178 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-05-07-19633.",/schedule/PUB-05-302/v5/
W090_V05_P08_C1,W090_V05_P08,W090,V05,P08,security,1,Reference PUB-05-302-05-08-19946 governs the security and access for Solstice Public Service Lakeside. The application workflow supports review and records certificate information under the Lakeside operating profile. Version 5 specifies a threshold of 31 units and a listed service value of 73 units.,/security/PUB-05-302/v5/
W090_V05_P08_C2,W090_V05_P08,W090,V05,P08,security,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 129 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-05-08-19946.",/security/PUB-05-302/v5/
W090_V05_P09_C1,W090_V05_P09,W090,V05,P09,services,1,Reference PUB-05-302-05-09-20259 governs the available services for Solstice Public Service Lakeside. The certificate workflow supports review and records application information under the Lakeside operating profile. Version 5 specifies a threshold of 28 units and a listed service value of 386 units.,/services/PUB-05-302/v5/
W090_V05_P09_C2,W090_V05_P09,W090,V05,P09,services,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 80 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-05-09-20259.",/services/PUB-05-302/v5/
W090_V05_P10_C1,W090_V05_P10,W090,V05,P10,contact,1,Reference PUB-05-302-05-10-20572 governs the contact information for Solstice Public Service Lakeside. The appointment workflow supports renewal and records permit information under the Lakeside operating profile. Version 5 specifies a threshold of 25 units and a listed service value of 278 units.,/contact/PUB-05-302/v5/
W090_V05_P10_C2,W090_V05_P10,W090,V05,P10,contact,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 31 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-05-10-20572.",/contact/PUB-05-302/v5/
W090_V06_P01_C1,W090_V06_P01,W090,V06,P01,overview,1,Reference PUB-05-302-06-01-18764 governs the service overview for Solstice Public Service Lakeside. The application workflow supports submission and records appointment information under the Lakeside operating profile. Version 6 specifies a threshold of 34 units and a listed service value of 154 units.,/overview/PUB-05-302/v6/
W090_V06_P01_C2,W090_V06_P01,W090,V06,P01,overview,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 33 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-06-01-18764.",/overview/PUB-05-302/v6/
W090_V06_P02_C1,W090_V06_P02,W090,V06,P02,pricing,1,Reference PUB-05-302-06-02-19077 governs the pricing and commercial terms for Solstice Public Service Lakeside. The certificate workflow supports submission and records application information under the Lakeside operating profile. Version 6 specifies a threshold of 31 units and a listed service value of 46 units.,/pricing/PUB-05-302/v6/
W090_V06_P02_C2,W090_V06_P02,W090,V06,P02,pricing,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 165 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-06-02-19077.",/pricing/PUB-05-302/v6/
W090_V06_P03_C1,W090_V06_P03,W090,V06,P03,policy,1,Reference PUB-05-302-06-03-19390 governs the operating policy for Solstice Public Service Lakeside. The appointment workflow supports submission and records case information under the Lakeside operating profile. Version 6 specifies a threshold of 28 units and a listed service value of 359 units.,/policy/PUB-05-302/v6/
W090_V06_P03_C2,W090_V06_P03,W090,V06,P03,policy,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 116 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-06-03-19390.",/policy/PUB-05-302/v6/
W090_V06_P04_C1,W090_V06_P04,W090,V06,P04,support,1,Reference PUB-05-302-06-04-19703 governs the support procedure for Solstice Public Service Lakeside. The request workflow supports review and records request information under the Lakeside operating profile. Version 6 specifies a threshold of 25 units and a listed service value of 251 units.,/support/PUB-05-302/v6/
W090_V06_P04_C2,W090_V06_P04,W090,V06,P04,support,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 67 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-06-04-19703.",/support/PUB-05-302/v6/
W090_V06_P05_C1,W090_V06_P05,W090,V06,P05,faq,1,Reference PUB-05-302-06-05-20016 governs the frequently asked questions for Solstice Public Service Lakeside. The permit workflow supports review and records appointment information under the Lakeside operating profile. Version 6 specifies a threshold of 22 units and a listed service value of 143 units.,/faq/PUB-05-302/v6/
W090_V06_P05_C2,W090_V06_P05,W090,V06,P05,faq,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 199 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-06-05-20016.",/faq/PUB-05-302/v6/
W090_V06_P06_C1,W090_V06_P06,W090,V06,P06,requirements,1,Reference PUB-05-302-06-06-20329 governs the eligibility and requirements for Solstice Public Service Lakeside. The case workflow supports review and records application information under the Lakeside operating profile. Version 6 specifies a threshold of 19 units and a listed service value of 456 units.,/requirements/PUB-05-302/v6/
W090_V06_P06_C2,W090_V06_P06,W090,V06,P06,requirements,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 150 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-06-06-20329.",/requirements/PUB-05-302/v6/
W090_V06_P07_C1,W090_V06_P07,W090,V06,P07,schedule,1,Reference PUB-05-302-06-07-20642 governs the timing and scheduling for Solstice Public Service Lakeside. The application workflow supports renewal and records permit information under the Lakeside operating profile. Version 6 specifies a threshold of 16 units and a listed service value of 348 units.,/schedule/PUB-05-302/v6/
W090_V06_P07_C2,W090_V06_P07,W090,V06,P07,schedule,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 101 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-06-07-20642.",/schedule/PUB-05-302/v6/
W090_V06_P08_C1,W090_V06_P08,W090,V06,P08,security,1,Reference PUB-05-302-06-08-20955 governs the security and access for Solstice Public Service Lakeside. The certificate workflow supports renewal and records request information under the Lakeside operating profile. Version 6 specifies a threshold of 13 units and a listed service value of 240 units.,/security/PUB-05-302/v6/
W090_V06_P08_C2,W090_V06_P08,W090,V06,P08,security,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 52 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-06-08-20955.",/security/PUB-05-302/v6/
W090_V06_P09_C1,W090_V06_P09,W090,V06,P09,services,1,Reference PUB-05-302-06-09-21268 governs the available services for Solstice Public Service Lakeside. The appointment workflow supports renewal and records certificate information under the Lakeside operating profile. Version 6 specifies a threshold of 89 units and a listed service value of 132 units.,/services/PUB-05-302/v6/
W090_V06_P09_C2,W090_V06_P09,W090,V06,P09,services,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 184 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-06-09-21268.",/services/PUB-05-302/v6/
W090_V06_P10_C1,W090_V06_P10,W090,V06,P10,contact,1,Reference PUB-05-302-06-10-21581 governs the contact information for Solstice Public Service Lakeside. The request workflow supports renewal and records application information under the Lakeside operating profile. Version 6 specifies a threshold of 86 units and a listed service value of 445 units.,/contact/PUB-05-302/v6/
W090_V06_P10_C2,W090_V06_P10,W090,V06,P10,contact,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 135 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-06-10-21581.",/contact/PUB-05-302/v6/
W090_V07_P01_C1,W090_V07_P01,W090,V07,P01,overview,1,Reference PUB-05-302-07-01-19773 governs the service overview for Solstice Public Service Lakeside. The certificate workflow supports review and records request information under the Lakeside operating profile. Version 7 specifies a threshold of 16 units and a listed service value of 321 units.,/overview/PUB-05-302/v7/
W090_V07_P01_C2,W090_V07_P01,W090,V07,P01,overview,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 137 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-07-01-19773.",/overview/PUB-05-302/v7/
W090_V07_P02_C1,W090_V07_P02,W090,V07,P02,pricing,1,Reference PUB-05-302-07-02-20086 governs the pricing and commercial terms for Solstice Public Service Lakeside. The appointment workflow supports review and records appointment information under the Lakeside operating profile. Version 7 specifies a threshold of 13 units and a listed service value of 213 units.,/pricing/PUB-05-302/v7/
W090_V07_P02_C2,W090_V07_P02,W090,V07,P02,pricing,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 88 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-07-02-20086.",/pricing/PUB-05-302/v7/
W090_V07_P03_C1,W090_V07_P03,W090,V07,P03,policy,1,Reference PUB-05-302-07-03-20399 governs the operating policy for Solstice Public Service Lakeside. The request workflow supports review and records application information under the Lakeside operating profile. Version 7 specifies a threshold of 89 units and a listed service value of 105 units.,/policy/PUB-05-302/v7/
W090_V07_P03_C2,W090_V07_P03,W090,V07,P03,policy,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 39 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-07-03-20399.",/policy/PUB-05-302/v7/
W090_V07_P04_C1,W090_V07_P04,W090,V07,P04,support,1,Reference PUB-05-302-07-04-20712 governs the support procedure for Solstice Public Service Lakeside. The permit workflow supports renewal and records case information under the Lakeside operating profile. Version 7 specifies a threshold of 86 units and a listed service value of 418 units.,/support/PUB-05-302/v7/
W090_V07_P04_C2,W090_V07_P04,W090,V07,P04,support,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 171 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-07-04-20712.",/support/PUB-05-302/v7/
W090_V07_P05_C1,W090_V07_P05,W090,V07,P05,faq,1,Reference PUB-05-302-07-05-21025 governs the frequently asked questions for Solstice Public Service Lakeside. The case workflow supports renewal and records request information under the Lakeside operating profile. Version 7 specifies a threshold of 83 units and a listed service value of 310 units.,/faq/PUB-05-302/v7/
W090_V07_P05_C2,W090_V07_P05,W090,V07,P05,faq,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 122 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-07-05-21025.",/faq/PUB-05-302/v7/
W090_V07_P06_C1,W090_V07_P06,W090,V07,P06,requirements,1,Reference PUB-05-302-07-06-21338 governs the eligibility and requirements for Solstice Public Service Lakeside. The application workflow supports renewal and records appointment information under the Lakeside operating profile. Version 7 specifies a threshold of 80 units and a listed service value of 202 units.,/requirements/PUB-05-302/v7/
W090_V07_P06_C2,W090_V07_P06,W090,V07,P06,requirements,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 73 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-07-06-21338.",/requirements/PUB-05-302/v7/
W090_V07_P07_C1,W090_V07_P07,W090,V07,P07,schedule,1,Reference PUB-05-302-07-07-21651 governs the timing and scheduling for Solstice Public Service Lakeside. The certificate workflow supports renewal and records application information under the Lakeside operating profile. Version 7 specifies a threshold of 77 units and a listed service value of 94 units.,/schedule/PUB-05-302/v7/
W090_V07_P07_C2,W090_V07_P07,W090,V07,P07,schedule,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 24 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-07-07-21651.",/schedule/PUB-05-302/v7/
W090_V07_P08_C1,W090_V07_P08,W090,V07,P08,security,1,Reference PUB-05-302-07-08-21964 governs the security and access for Solstice Public Service Lakeside. The appointment workflow supports appeal and records case information under the Lakeside operating profile. Version 7 specifies a threshold of 74 units and a listed service value of 407 units.,/security/PUB-05-302/v7/
W090_V07_P08_C2,W090_V07_P08,W090,V07,P08,security,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 156 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-07-08-21964.",/security/PUB-05-302/v7/
W090_V07_P09_C1,W090_V07_P09,W090,V07,P09,services,1,Reference PUB-05-302-07-09-22277 governs the available services for Solstice Public Service Lakeside. The request workflow supports appeal and records request information under the Lakeside operating profile. Version 7 specifies a threshold of 71 units and a listed service value of 299 units.,/services/PUB-05-302/v7/
W090_V07_P09_C2,W090_V07_P09,W090,V07,P09,services,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 107 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-07-09-22277.",/services/PUB-05-302/v7/
W090_V07_P10_C1,W090_V07_P10,W090,V07,P10,contact,1,Reference PUB-05-302-07-10-22590 governs the contact information for Solstice Public Service Lakeside. The permit workflow supports appeal and records appointment information under the Lakeside operating profile. Version 7 specifies a threshold of 68 units and a listed service value of 191 units.,/contact/PUB-05-302/v7/
W090_V07_P10_C2,W090_V07_P10,W090,V07,P10,contact,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 58 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-07-10-22590.",/contact/PUB-05-302/v7/
W090_V08_P01_C1,W090_V08_P01,W090,V08,P01,overview,1,Reference PUB-05-302-08-01-20782 governs the service overview for Solstice Public Service Lakeside. The appointment workflow supports renewal and records case information under the Lakeside operating profile. Version 8 specifies a threshold of 77 units and a listed service value of 67 units.,/overview/PUB-05-302/v8/
W090_V08_P01_C2,W090_V08_P01,W090,V08,P01,overview,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 60 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-08-01-20782.",/overview/PUB-05-302/v8/
W090_V08_P02_C1,W090_V08_P02,W090,V08,P02,pricing,1,Reference PUB-05-302-08-02-21095 governs the pricing and commercial terms for Solstice Public Service Lakeside. The request workflow supports renewal and records permit information under the Lakeside operating profile. Version 8 specifies a threshold of 74 units and a listed service value of 380 units.,/pricing/PUB-05-302/v8/
W090_V08_P02_C2,W090_V08_P02,W090,V08,P02,pricing,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 192 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-08-02-21095.",/pricing/PUB-05-302/v8/
W090_V08_P03_C1,W090_V08_P03,W090,V08,P03,policy,1,Reference PUB-05-302-08-03-21408 governs the operating policy for Solstice Public Service Lakeside. The permit workflow supports renewal and records appointment information under the Lakeside operating profile. Version 8 specifies a threshold of 71 units and a listed service value of 272 units.,/policy/PUB-05-302/v8/
W090_V08_P03_C2,W090_V08_P03,W090,V08,P03,policy,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 143 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-08-03-21408.",/policy/PUB-05-302/v8/
W090_V08_P04_C1,W090_V08_P04,W090,V08,P04,support,1,Reference PUB-05-302-08-04-21721 governs the support procedure for Solstice Public Service Lakeside. The case workflow supports renewal and records certificate information under the Lakeside operating profile. Version 8 specifies a threshold of 68 units and a listed service value of 164 units.,/support/PUB-05-302/v8/
W090_V08_P04_C2,W090_V08_P04,W090,V08,P04,support,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 94 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-08-04-21721.",/support/PUB-05-302/v8/
W090_V08_P05_C1,W090_V08_P05,W090,V08,P05,faq,1,Reference PUB-05-302-08-05-22034 governs the frequently asked questions for Solstice Public Service Lakeside. The application workflow supports appeal and records case information under the Lakeside operating profile. Version 8 specifies a threshold of 65 units and a listed service value of 56 units.,/faq/PUB-05-302/v8/
W090_V08_P05_C2,W090_V08_P05,W090,V08,P05,faq,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 45 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-08-05-22034.",/faq/PUB-05-302/v8/
W090_V08_P06_C1,W090_V08_P06,W090,V08,P06,requirements,1,Reference PUB-05-302-08-06-22347 governs the eligibility and requirements for Solstice Public Service Lakeside. The certificate workflow supports appeal and records request information under the Lakeside operating profile. Version 8 specifies a threshold of 62 units and a listed service value of 369 units.,/requirements/PUB-05-302/v8/
W090_V08_P06_C2,W090_V08_P06,W090,V08,P06,requirements,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 177 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-08-06-22347.",/requirements/PUB-05-302/v8/
W090_V08_P07_C1,W090_V08_P07,W090,V08,P07,schedule,1,Reference PUB-05-302-08-07-22660 governs the timing and scheduling for Solstice Public Service Lakeside. The appointment workflow supports appeal and records appointment information under the Lakeside operating profile. Version 8 specifies a threshold of 59 units and a listed service value of 261 units.,/schedule/PUB-05-302/v8/
W090_V08_P07_C2,W090_V08_P07,W090,V08,P07,schedule,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 128 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-08-07-22660.",/schedule/PUB-05-302/v8/
W090_V08_P08_C1,W090_V08_P08,W090,V08,P08,security,1,Reference PUB-05-302-08-08-22973 governs the security and access for Solstice Public Service Lakeside. The request workflow supports verification and records application information under the Lakeside operating profile. Version 8 specifies a threshold of 56 units and a listed service value of 153 units.,/security/PUB-05-302/v8/
W090_V08_P08_C2,W090_V08_P08,W090,V08,P08,security,2,"The scheduled operating point is Sunday at 13:00, with a standard handling duration of 79 minutes. For renewal, the requester follows the site-specific verification route associated with reference PUB-05-302-08-08-22973.",/security/PUB-05-302/v8/
W090_V08_P09_C1,W090_V08_P09,W090,V08,P09,services,1,Reference PUB-05-302-08-09-23286 governs the available services for Solstice Public Service Lakeside. The permit workflow supports verification and records case information under the Lakeside operating profile. Version 8 specifies a threshold of 53 units and a listed service value of 45 units.,/services/PUB-05-302/v8/
W090_V08_P09_C2,W090_V08_P09,W090,V08,P09,services,2,"The scheduled operating point is Friday at 11:00, with a standard handling duration of 30 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-08-09-23286.",/services/PUB-05-302/v8/
W090_V08_P10_C1,W090_V08_P10,W090,V08,P10,contact,1,Reference PUB-05-302-08-10-23599 governs the contact information for Solstice Public Service Lakeside. The case workflow supports verification and records request information under the Lakeside operating profile. Version 8 specifies a threshold of 50 units and a listed service value of 358 units.,/contact/PUB-05-302/v8/
W090_V08_P10_C2,W090_V08_P10,W090,V08,P10,contact,2,"The scheduled operating point is Wednesday at 09:00, with a standard handling duration of 162 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-08-10-23599.",/contact/PUB-05-302/v8/
W090_V09_P01_C1,W090_V09_P01,W090,V09,P01,overview,1,Reference PUB-05-302-09-01-21791 governs the service overview for Solstice Public Service Lakeside. The request workflow supports renewal and records certificate information under the Lakeside operating profile. Version 9 specifies a threshold of 59 units and a listed service value of 234 units.,/overview/PUB-05-302/v9/
W090_V09_P01_C2,W090_V09_P01,W090,V09,P01,overview,2,"The scheduled operating point is Monday at 07:00, with a standard handling duration of 164 minutes. For appeal, the requester follows the site-specific verification route associated with reference PUB-05-302-09-01-21791.",/overview/PUB-05-302/v9/
W090_V09_P02_C1,W090_V09_P02,W090,V09,P02,pricing,1,Reference PUB-05-302-09-02-22104 governs the pricing and commercial terms for Solstice Public Service Lakeside. The permit workflow supports appeal and records case information under the Lakeside operating profile. Version 9 specifies a threshold of 56 units and a listed service value of 126 units.,/pricing/PUB-05-302/v9/
W090_V09_P02_C2,W090_V09_P02,W090,V09,P02,pricing,2,"The scheduled operating point is Saturday at 12:00, with a standard handling duration of 115 minutes. For verification, the requester follows the site-specific verification route associated with reference PUB-05-302-09-02-22104.",/pricing/PUB-05-302/v9/
W090_V09_P03_C1,W090_V09_P03,W090,V09,P03,policy,1,Reference PUB-05-302-09-03-22417 governs the operating policy for Solstice Public Service Lakeside. The case workflow supports appeal and records permit information under the Lakeside operating profile. Version 9 specifies a threshold of 53 units and a listed service value of 439 units.,/policy/PUB-05-302/v9/
W090_V09_P03_C2,W090_V09_P03,W090,V09,P03,policy,2,"The scheduled operating point is Thursday at 10:00, with a standard handling duration of 66 minutes. For submission, the requester follows the site-specific verification route associated with reference PUB-05-302-09-03-22417.",/policy/PUB-05-302/v9/
W090_V09_P04_C1,W090_V09_P04,W090,V09,P04,support,1,Reference PUB-05-302-09-04-22730 governs the support procedure for Solstice Public Service Lakeside. The application workflow supports appeal and records appointment information under the Lakeside operating profile. Version 9 specifies a threshold of 50 units and a listed service value of 331 units.,/support/PUB-05-302/v9/
W090_V09_P04_C2,W090_V09_P04,W090,V09,P04,support,2,"The scheduled operating point is Tuesday at 08:00, with a standard handling duration of 198 minutes. For review, the requester follows the site-specific verification route associated with reference PUB-05-302-09-04-22730.",/support/PUB-05-302/v9/
